id,name,en_name,code,introduce,dialogue,extra,en_introduce,character,type,rank,develop_duration,baseammo,basemre,ammo_add_withnumber,mre_add_withnumber,retiremp,retireammo,retiremre,retirepart,ratio_life,ratio_pow,ratio_rate,ratio_speed,ratio_hit,ratio_dodge,ratio_armor,armor_piercing,crit,special,eat_ratio,ratio_range,skill1,skill2,normal_attack,passive_skill,dynamic_passive_skill,effect_grid_center,effect_guntype,effect_grid_pos,effect_grid_effect,max_equip,type_equip1,type_equip2,type_equip3,type_equip4,ai,is_additional,launch_time,obtain_ids,rank_display,prize_id,mindupdate_consume,explore_tag,gun_detail_bg,org_id,related_story_id,show_damage_skin,gun_tag_ids,atk_speed_max,ratio_rec,recommended_team_ids,item_id
9059,gun-10009059,Hydra,Hydra_F,,,gun-40009059,gun-50009059,gun-60009059,5,5,22500,40,30,25,15,5,5,2,5,400,0,0,100,0,0,0,15,0,0,100,100,4026062,0,402601,402602,,19,1,,,0,2;5,3;9|11,3;9|14,,10,1,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,400,,
9060,gun-10009060,Ange,Ange_Jump,,,gun-40009060,gun-50009060,gun-60009060,4,5,12900,20,20,10,10,2,5,5,0,1800,600,280,0,180,180,0,15,50,0,100,100,900107,0,900107,406902|406903|406909|406910|406912|406913|406914|406915|406916|406917|406907|406904|406905|406906|406901,,13,4,12|14|17|18|19,1|20;5|32,0,1;1|2|3|4|13,2;8,3;9|10|12,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1800,,
9061,gun-10009061,refugee_hg,refugee_hg,,,gun-40009061,gun-50009061,gun-60009061,1,4,3000,10,10,5,5,2,2,2,0,120,125,85,100,90,95,0,15,20,0,130,95,100503,0,300115,,,13,0,8|12|14|18,1|12;3|25,0,2;5,3;9|11,3;9|14,,1,0,2030-12-31 23:59:59,0,4,0,,,,0,0,,,120,120,,
9062,gun-10009062,refugee_smg,refugee_smg,,,gun-40009062,gun-50009062,gun-60009062,1,4,3000,10,10,5,5,2,2,2,0,120,125,85,100,90,95,0,15,20,0,130,95,100503,0,300115,,,13,0,8|12|14|18,1|12;3|25,0,2;5,3;9|11,3;9|14,,1,0,2030-12-31 23:59:59,0,4,0,,,,0,0,,,120,120,,
9063,gun-10009063,Ange,Ange_Suit,,,gun-40009063,gun-50009063,gun-60009063,1,5,12900,20,20,10,10,2,5,5,0,1800,600,280,100,180,180,0,15,50,0,100,100,900943,0,900944,900945|900946|900947,,13,4,12|14|17|18|19,1|20;5|32,0,1;1|2|3|4|13,2;8,3;9|10|12,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1800,,
9064,gun-10009064,HK416,HK416Agent,,,gun-40009064,gun-50009064,gun-60009064,4,5,14100,20,20,10,10,2,5,5,0,108,120,112,60,120,98,0,15,20,0,122,999,901087,0,901087,902001|901080|901082|901091|901094|901097|902100|902106|902107|901083,,13,2,18,1|40,0,1;1|2|3|4|13,2;8,3;9|10|12,,65,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,108,,
9065,gun-10009065,Vector,VectorAgent,,,gun-40009065,gun-50009065,gun-60009065,2,5,9300,20,20,10,10,2,5,5,0,68,120,112,60,120,98,0,15,20,0,100,999,901087,0,901087,902001|901081|901082|901091|901094|901097|902100|902108|902109|902116|902117|901084,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,68,,
9066,gun-10009066,Mahelian,Mahelian,,,gun-40009066,gun-50009066,gun-60009066,4,5,14100,20,20,10,10,2,5,5,0,108,120,112,60,120,98,0,15,20,0,122,999,901087,0,901087,902001|901080|901082|901091|901094|901097|902100|902106|902107|901083,,13,2,18,1|40,0,1;1|2|3|4|13,2;8,3;9|10|12,,65,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,108,,
9067,gun-10009067,Rogue_D,Rogue_D,,,gun-40009067,gun-50009067,gun-60009067,2,5,9300,20,20,10,10,2,5,5,0,68,120,112,60,120,98,0,15,20,0,100,999,901087,0,901087,902001|901081|901082|901091|901094|901097|902100|902108|902109|902116|902117|901084,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,68,,
9068,gun-10009068,Rogue_D,Rogue_D,,,gun-40009068,gun-50009068,gun-60009068,1,5,3000,10,10,5,5,2,2,2,0,226,100,98,100,100,0,0,0,0,0,98,999,901087,0,903101,903100|903201|903301|903102|903103|903104|903105|903106|903202|903302|903107,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,226,,
9069,gun-10009069,Dandelion_Gri,Dandelion_Gri,,,gun-40009069,gun-50009069,gun-60009069,1,5,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,300101,,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,650,,
9070,gun-10009070,Jashin-chan,Jashinchan,,,gun-40009070,gun-50009070,gun-60009070,2,5,8880,25,20,15,10,5,5,2,0,115,90,100,100,95,110,0,15,5,0,125,100,116401,0,116402,117001|117002|117003|117004|117005|117006,,13,2|4,7|8|9,1|25;4|20,0,3;9|10,2;6,1;1|2|3|4|13,,48,0,2030-12-31 23:59:59,0,5,0,,,collab,0,0,,,120,115,,
9071,gun-10009071,NPC_Kevin,NPC_Kevin,,,gun-40009071,gun-50009071,gun-60009071,1,5,12900,20,20,10,10,2,5,5,0,1800,600,280,100,180,180,0,15,50,0,100,100,100107,0,759009,,,13,4,12|14|17|18|19,1|20;5|32,0,1;1|2|3|4|13,2;8,3;9|10|12,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1800,,
9072,gun-10009072,Jason,Jason,,,gun-40009072,gun-50009072,gun-60009072,1,5,12900,20,20,10,10,2,5,5,0,1800,600,280,100,180,180,0,15,50,0,100,100,100107,0,300103,,,13,4,12|14|17|18|19,1|20;5|32,0,1;1|2|3|4|13,2;8,3;9|10|12,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1800,,
9073,gun-10009073,NPC_Kryuger,NPC_Kryuger,,,gun-40009073,gun-50009073,gun-60009073,6,5,22500,40,30,25,15,5,5,2,5,100,100,100,100,100,100,100,15,0,1,100,100,100107,0,300103,,,19,1,,,0,2;5,3;9|11,3;9|14,,10,1,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9074,gun-10009074,Kryuger_2021summer,Kryuger_2021summer,,,gun-40009074,gun-50009074,gun-60009074,6,5,22500,40,30,25,15,5,5,2,5,500,120,100,100,100,100,120,15,0,1,100,100,100107,0,756122,300202|300203,,19,1,,,0,2;5,3;9|11,3;9|14,,10,1,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,500,,
9075,gun-10009075,Helianthus,Helianthus,,,gun-40009075,gun-50009075,gun-60009075,1,5,3000,10,10,5,5,2,2,2,0,226,100,98,100,100,100,0,0,0,0,98,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,226,,
9076,gun-10009076,NPC_Persica,NPC_Persica,,,gun-40009076,gun-50009076,gun-60009076,1,5,3000,10,10,5,5,2,2,2,0,226,100,98,100,100,100,0,0,0,0,98,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,226,,
9077,gun-10009077,Plaincloth_Ally,Plaincloth_Ally,,,gun-40009077,gun-50009077,gun-60009077,2,5,9300,20,20,10,10,2,5,5,0,500,120,112,60,120,150,0,15,20,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,500,,
9078,gun-10009078,Nele,Nele,,,gun-40009078,gun-50009078,gun-60009078,1,5,12900,20,20,10,10,2,5,5,0,100,100,100,100,100,100,0,15,50,0,100,100,100107,0,900944,900945|900946|900947,,13,4,12|14|17|18|19,1|20;5|32,0,1;1|2|3|4|13,2;8,3;9|10|12,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9079,gun-10009079,Dandelion_M4,Dandelion_M4,,,gun-40009079,gun-50009079,gun-60009079,1,5,2700,10,10,5,5,2,2,2,0,75,120,100,17,105,100,0,15,20,0,105,120,117602,0,900107,117601|117602|117603|117604|117606|117619|117621|117624|117634|117635|117637|117638|117636,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,75,,
9080,gun-10009080,Dandelion_M4,Dandelion_M4,,,gun-40009080,gun-50009080,gun-60009080,1,5,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,300101,,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,650,,
9081,gun-10009081,Dana_Car,Dana_Car,,,gun-40009081,gun-50009081,gun-60009081,1,5,9300,25,20,15,10,5,5,2,0,110,105,125,100,125,120,0,10,5,0,105,100,701001,0,700001,721006|701005,,13,4,7|8|9|12|14,2|10;3|35,0,3;9|10,2;6,1;1|2|3|4|13,,143,0,2030-12-31 23:59:59,0,4,0,,,,0,0,,,120,110,,
9082,gun-10009082,Dana_Car,Dana_Car,,,gun-40009082,gun-50009082,gun-60009082,1,5,9300,25,20,15,10,5,5,2,0,110,105,125,100,125,120,0,10,5,0,105,100,701004,0,700001,701005,,13,4,7|8|9|12|14,2|10;3|35,0,3;9|10,2;6,1;1|2|3|4|13,,143,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,110,,
9083,gun-10009083,Dana_Car,Dana_Car,,,gun-40009083,gun-50009083,gun-60009083,1,5,9300,25,20,15,10,5,5,2,0,110,105,125,100,125,120,0,10,5,0,105,100,701002,0,700001,701005,,13,4,7|8|9|12|14,2|10;3|35,0,3;9|10,2;6,1;1|2|3|4|13,,143,0,2030-12-31 23:59:59,0,4,0,,,,0,0,,,120,110,,
9084,gun-10009084,Dana_Car,Dana_Car,,,gun-40009084,gun-50009084,gun-60009084,1,5,9300,25,20,15,10,5,5,2,0,110,105,125,100,125,120,0,10,5,0,105,100,701003,0,700001,701005,,13,4,7|8|9|12|14,2|10;3|35,0,3;9|10,2;6,1;1|2|3|4|13,,143,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,110,,
9085,gun-10009085,Plaincloth_Ally,Plaincloth_Ally,,,gun-40009085,gun-50009085,gun-60009085,2,5,9300,20,20,10,10,2,5,5,0,800,120,112,60,250,60,0,0,0,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,800,,
9086,gun-10009086,BGM-71,TOW_Ally,,,gun-40009086,gun-50009086,gun-60009086,4,4,12900,20,20,10,10,2,5,5,0,100,0,0,100,0,0,0,15,50,0,110,100,403414,0,403402,403415|403416|403417|403418|403419|403420|403405,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9087,gun-10009087,PP93,PP93_Ally,,,gun-40009087,gun-50009087,gun-60009087,4,4,12900,20,20,10,10,2,5,5,0,100,0,0,100,0,0,0,15,50,0,110,100,403414,0,403402,403415|403416|403417|403418|403419|403420|403405,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9088,gun-10009088,QLZ-04,QLZ04_Ally,,,gun-40009088,gun-50009088,gun-60009088,4,4,12900,20,20,10,10,2,5,5,0,100,0,0,100,0,0,0,15,50,0,110,100,403414,0,403402,403415|403416|403417|403418|403419|403420|403405,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9089,gun-10009089,HostageCommander,empty,,,gun-40009089,gun-50009089,gun-60009089,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,900107,118301|118304|118302|118309,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9090,gun-10009090,SIGMCX,SIGMCX,,,gun-40009090,gun-50009090,gun-60009090,4,5,14100,20,20,10,10,2,5,5,0,272,107,148,100,132,0,0,0,0,0,124,400,118106,118105,118104,118115|118117|118123|118124|118121|118122|118125|118205|118126|118159|118160|118171,,13,2,18|19,1|0;4|0,0,1;1|2|3|4|13|18,2;8|19,3;9|10|20,,1029,0,2030-12-31 23:59:59,0,5,0,,,collab,0,0,,,120,272,,
9091,gun-10009091,VSK-94,VSK,,,gun-40009091,gun-50009091,gun-60009091,3,5,16980,15,30,10,15,5,2,5,0,113,391,40,100,110,0,0,15,0,0,155,800,118129,118128,118143,118130|118131|118127|118228|118144|118145|118146|118147|118159|118160,,13,1,12|17,6|0,0,2;5,1;1|2|3|13,3;15,,222,0,2030-12-31 23:59:59,0,5,0,,,nation_Russia,0,0,,,120,113,,
9092,gun-10009092,P90,P90,"类型            冲锋枪
总重            空枪：2.54公斤
全长            500毫米
枪管长度        263毫米
弹药            5.7×28毫米
枪机种类        反冲作用、闭锁式枪机
发射速率        900 发/分钟
枪口初速        716 米／秒
有效射程        150 米
供弹方式        50 发、半透明弹匣
瞄准具型式      氚光瞄准镜及其他",,gun-40009092,gun-50009092,gun-60009092,2,5,8940,25,20,15,10,5,5,2,0,341,112,145,100,120,0,0,0,0,0,118,300,118134,118133,118135,118136|118137|118138|118139|118140|118132|118233|118159|118160,,13,4,7|8|9,1|0;3|0,0,3;9|10,2;6,1;1|2|3|4|13,,28,0,2030-12-31 23:59:59,0,5,0,,49|52,nation_Belgium,0,0,,,120,341,,
9093,gun-10009093,DesertEagle,DesertEagle_6501,,,gun-40009093,gun-50009093,gun-60009093,1,5,3180,10,10,5,5,2,2,2,0,227,170,89,100,105,0,0,0,0,0,132,300,118154,118155,118148,118149|118150|118151|118152|118153|118156|118157|118158|118255,,17,0,11|12|17|18|23,1|0;5|0,0,1;4|13|16,2;6,3;10,,4,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,227,,
9094,gun-10009094,MG4,MG4,"类型            轻机枪
总重            8.15公斤
全长            1005毫米（枪托展开）
                830毫米（枪托折叠）
枪管长度        482毫米
弹药            5.56×45毫米
枪机种类        气动式、转拴式枪机
发射速率        775-885 发/分钟
枪口初速        920 米/秒
有效射程        约1000 米
供弹方式        弹链",MG4，从今日起为您效劳。（叹气）希望这里还有我的位子吧……,gun-40009094,gun-50009094,gun-60009094,5,5,24000,40,30,25,15,5,5,2,5,242,56,125,100,0,0,0,15,0,9,135,600,118169,118168,118161,118162|118163|118164|118165|118166|118167|118159|118160|118172|118173,,18,6,22|24,3|0;8|0,0,2;5|17|19,1;1|2|3|16|18,3;14,,125,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,242,,
9095,gun-10009095,HostageCommander,empty,,,gun-40009095,gun-50009095,gun-60009095,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,900107,118303|118301|118302|118309,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9096,gun-10009096,HostageCommander,empty,,,gun-40009096,gun-50009096,gun-60009096,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,900107,118305|118301|118302|118307|118308|118309,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9097,gun-10009097,HostageCommander,empty,,,gun-40009097,gun-50009097,gun-60009097,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,900107,118306|118301|118302|118307|118308|118309,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9098,gun-10009098,M16A1,M16A1_NPC,,,gun-40009098,gun-50009098,gun-60009098,4,4,12900,20,20,10,10,2,5,5,0,1100,440,115,100,120,115,0,15,50,0,110,100,403414,0,403402,403415|403416|403417|403418|403419|403420,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1100,,
9099,gun-10009099,Beak,Beak,,,gun-40009099,gun-50009099,gun-60009099,6,5,12900,20,20,10,10,2,5,5,0,1100,440,230,100,120,115,0,15,50,6,110,100,106004,0,300106,300202|300203,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1100,,
9100,gun-10009100,Dupijin,Dupijin,,,gun-40009100,gun-50009100,gun-60009100,2,5,9300,20,20,10,10,2,5,5,0,500,120,112,60,120,150,0,15,20,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,500,,
9101,gun-10009101,summer_commander,summer_commander,,,gun-40009101,gun-50009101,gun-60009101,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100503,0,900107,119401|119402|119403|119404|119415|119416|119417|119414|119470,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9102,gun-10009102,AR18_NPC,AR18_NPC,,,gun-40009102,gun-50009102,gun-60009102,4,5,14100,20,20,10,10,2,5,5,0,108,120,112,60,120,98,0,15,20,0,122,999,100124,0,300103,710804,,14,2,19|14|15,1|20;3|20,0,1;1|2|3|4|13,2;8,3;9|10,,65,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,108,,
9103,gun-10009103,ColtWalker_NPC,ColtWalker_NPC,,,gun-40009103,gun-50009103,gun-60009103,1,5,12900,20,20,10,10,2,5,5,0,100,100,100,100,100,100,0,15,50,0,100,100,100124,0,300101,710804,,13,4,12|14|17|18|19,1|20;5|32,0,1;4|13|16,2;6,3;10,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9104,gun-10009104,Erma_NPC,Erma_NPC,,,gun-40009104,gun-50009104,gun-60009104,2,5,2700,10,10,5,5,2,2,2,0,115,110,120,100,85,95,0,15,5,0,110,120,100124,0,300102,710804,,13,0,12|14|17|19,2|10;3|25,0,3;9|10,2;6,1;1|2|3|4|13,,6,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,115,,
9105,gun-10009105,Saki,Saki,,,gun-40009105,gun-50009105,gun-60009105,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100503,0,900107,119503|119511,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,3,0,,,,0,0,,,120,650,,
9106,gun-10009106,Bathhouse_guest_2,Bathhouse_guest_2,,,gun-40009106,gun-50009106,gun-60009106,2,4,9300,20,20,10,10,2,5,5,0,500,120,112,60,120,150,0,15,20,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,500,,
9107,gun-10009107,Tae,Tae,,,gun-40009107,gun-50009107,gun-60009107,1,5,3600,10,10,5,5,2,2,2,0,140,95,100,100,90,95,0,15,20,1,115,100,100503,0,900107,119501,,17,0,11|16|21|12|17|22,1|15;5|10,0,1;4|13|16,2;6,3;10,,1006,1,2030-12-31 23:59:59,0,7,0,,,collab,0,0,,,120,140,,
9108,gun-10009108,Sakura,Sakura,,,gun-40009108,gun-50009108,gun-60009108,3,5,17400,15,30,10,15,5,2,5,0,98,112,100,100,105,85,0,15,40,1,135,100,100503,0,900107,119502,,19,0,24|18|23|14|19|15,1|10;4|18,0,2;5,1;1|2|3|13,3;15,,150,1,2030-12-31 23:59:59,0,7,0,,,collab,0,0,,,120,98,,
9109,gun-10009109,CommanderSelf,CommanderSelf,,,gun-40009109,gun-50009109,gun-60009109,1,3,2700,10,10,5,5,2,2,2,0,650,120,100,100,105,100,0,15,20,0,105,120,100602,0,300101,,,13,0,12|14|17|19,2|10;3|25,0,1;4|13,2;6,3;9|10,,6,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,130,,
9110,gun-10009110,Dandelion_Gri,Dandelion_Gri,,,gun-40009110,gun-50009110,gun-60009110,2,5,9300,20,20,10,10,2,5,5,0,1200,120,112,60,120,98,0,15,20,0,100,999,100107,0,755307,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9111,gun-10009111,Ahmin,Ahmin_battle,,,gun-40009111,gun-50009111,gun-60009111,2,5,9300,20,20,10,10,2,5,5,0,800,120,112,60,250,60,0,0,0,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,800,,
9112,gun-10009112,Pamzan_Young,Pamazan_Young_NPC,,,gun-40009112,gun-50009112,gun-60009112,2,5,9300,20,20,10,10,2,5,5,0,800,120,112,60,250,60,0,0,0,0,100,100,100107,0,300103,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,800,,
9113,gun-10009113,Ange_01,Ange_battle_01,,,gun-40009113,gun-50009113,gun-60009113,1,5,3000,10,10,5,5,2,2,2,0,1200,100,98,100,100,100,0,0,0,0,98,100,100504,0,300101,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9114,gun-10009114,Ange_02,Ange_battle_02,,,gun-40009114,gun-50009114,gun-60009114,1,5,3000,10,10,5,5,2,2,2,0,1200,100,98,100,100,100,0,0,0,0,98,100,100504,0,300101,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9115,gun-10009115,Ange_03,Ange_battle_03,,,gun-40009115,gun-50009115,gun-60009115,1,5,3000,10,10,5,5,2,2,2,0,1200,100,98,100,100,100,0,0,0,0,98,100,100504,0,300101,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9116,gun-10009116,Ange_04,Ange_battle_04,,,gun-40009116,gun-50009116,gun-60009116,1,5,3000,10,10,5,5,2,2,2,0,1200,100,98,100,100,100,0,0,0,0,98,100,100504,0,300101,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9117,gun-10009117,NPC_Laplace,NPC_Laplace,,,gun-40009117,gun-50009117,gun-60009117,1,5,3000,10,10,5,5,2,2,2,0,1200,100,98,100,100,100,0,0,0,0,98,100,100504,0,300101,,,13,4,8,2|25,0,3;9|10,2;6,1;1|2|3|4|13,,20,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1200,,
9118,gun-10009118,M16A1,M16A1_533,,,gun-40009118,gun-50009118,gun-60009118,4,4,12900,20,20,10,10,2,5,5,0,1100,440,115,100,120,115,0,15,50,0,110,100,102203,0,300103,900156,,13,2,12|14|17|19,1|10;4|12,0,2;8,3;9|10|11,3;9|10|11,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1100,,
9119,gun-10009119,Kalina,KalinaOL_battle,,,gun-40009119,gun-50009119,gun-60009119,1,5,12900,20,20,10,10,2,5,5,0,100,100,100,100,100,100,0,15,50,0,100,100,100107,0,300101,,,13,4,12|14|17|18|19,1|20;5|32,0,1;4|13|16,2;6,3;10,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9120,gun-10009120,hideaway,hideaway,,,gun-40009120,gun-50009120,gun-60009120,1,5,12900,20,20,10,10,2,5,5,0,100,100,100,100,100,100,0,15,50,0,100,100,100107,0,300101,,,13,4,12|14|17|18|19,1|20;5|32,0,1;4|13|16,2;6,3;10,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9121,gun-10009121,M16A1,Beak_M16_ally,,,gun-40009121,gun-50009121,gun-60009121,4,6,12900,20,20,10,10,2,5,5,0,1100,220,200,100,120,115,0,15,100,0,110,100,100107,0,450201,450202|450203|450204|450205,,13,0,,,0,1;1|2|3|4|13|16|18|22,2;5|6|7|8|17|19,3;9|10|11|12|14|15|20|21|23,,54,0,2030-12-31 23:59:59,0,6,0,,,,0,0,,,120,1100,,
9122,gun-10009122,M16A1,M16A1_NPC,,,gun-40009122,gun-50009122,gun-60009122,4,6,12900,20,20,10,10,2,5,5,0,1100,440,115,100,120,115,0,15,50,0,110,100,100107,0,300103,,,13,0,,,0,1;1|2|3|4|13|16|18|22,2;5|6|7|8|17|19,3;9|10|11|12|14|15|20|21|23,,54,0,2030-12-31 23:59:59,0,6,0,,,,0,0,,,120,1100,,
9123,gun-10009123,Beak,Beak_M16X,,,gun-40009123,gun-50009123,gun-60009123,6,5,12900,20,20,10,10,2,5,5,0,1100,440,230,100,120,115,0,15,50,6,110,100,100107,0,900107,450251|450252,,13,0,,,0,1;1|2|3|4|13|16|18|22,2;5|6|7|8|17|19,3;9|10|11|12|14|15|20|21|23,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1100,,
9124,gun-10009124,Kalina,NPC_Kalina_Blazar1,,,gun-40009124,gun-50009124,gun-60009124,4,5,12900,20,20,10,10,2,5,5,0,100,100,100,100,100,100,0,15,50,0,100,100,100107,0,300101,,,13,4,12|14|17|18|19,1|20;5|32,0,1;4|13|16,2;6,3;10,,55,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,100,,
9125,gun-10009125,M16A1,M16A1_NPC,,,gun-40009125,gun-50009125,gun-60009125,4,6,12900,20,20,10,10,2,5,5,0,1100,440,115,100,120,115,0,15,50,0,110,100,450701,0,300103,,,13,0,,,0,1;1|2|3|4|13|16|18|22,2;5|6|7|8|17|19,3;9|10|11|12|14|15|20|21|23,,54,0,2030-12-31 23:59:59,0,5,0,,,,0,0,,,120,1100,,
9126,gun-10009126,M16A1,Beak_M16_ally,,,gun-40009126,gun-50009126,gun-60009126,4,6,12900,20,20,10,10,2,5,5,0,1100,220,200,100,120,115,0,15,100,0,110,100,450701,0,300103,450703,,13,0,,,0,1;1|2|3|4|13|16|18|22,2;5|6|7|8|17|19,3;9|10|11|12|14|15|20|21|23,,54,0,2030-12-31 23:59:59,0,6,0,,,,0,0,,,120,1100,,
