id,name,description,code,priority,duration_type,duration_time,special_spot_config_id,mission_hurt_config_id,mission_buff_config_id,detect_target_type,detect_range,effect_target_type,effect_spotbelong_type,effect_range_type,effect_range,side_type,conflict_type,conditions_type,conditions_time,conditions_count,skill_config_id_on_birth,skill_config_id_on_death,death_effect_target_type,death_clear_spot,effect_birth,effect_death,effect_duration,effect_process_star,effect_process_end,effect_process_duration,effect_conditions,effect_conditions_type,spot_buff_config_id,pref_code,is_still_alive
6560015,special_spot_config-16560015,special_spot_config-26560015,6560015,6560015,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560015,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560016,special_spot_config-16560016,special_spot_config-26560016,6560016,6560016,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560016,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560017,special_spot_config-16560017,special_spot_config-26560017,6560017,6560017,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560017,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560018,special_spot_config-16560018,special_spot_config-26560018,6560018,6560018,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560018,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560019,special_spot_config-16560019,special_spot_config-26560019,6560019,6560019,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560019,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560020,special_spot_config-16560020,special_spot_config-26560020,Viscosity_Bomb,6560020,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560020,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560021,special_spot_config-16560021,special_spot_config-26560021,6560021,6560021,1,1,0,6560001,0,1|3|301|10|305|304|8,0,1|3|301|10|305|304|8,0|1|2|3,1,0,0,6560021,3;0,0-1;0-0,0,0|0|0,0|0|6560022,-1,0,0,0,1000105,0,0,0,0,0,0,,0
6560022,special_spot_config-16560022,special_spot_config-26560022,6560022,6560022,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560022,0;0,0-0;0-0,0,0|0|0,0|0|6560021,-1,0,0,0,0,0,0,0,0,0,0,,0
6560023,special_spot_config-16560023,special_spot_config-26560023,6560023,6560023,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560023,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560024,special_spot_config-16560024,special_spot_config-26560024,6560024,6560024,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560024,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560025,special_spot_config-16560025,special_spot_config-26560025,GunBox,6560025,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560025,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560026,special_spot_config-16560026,special_spot_config-26560026,6560026,6560026,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560026,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560027,special_spot_config-16560027,special_spot_config-26560027,6560027,6560027,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560027,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560028,special_spot_config-16560028,special_spot_config-26560028,Scar_H_moon,6560028,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560028,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560029,special_spot_config-16560029,special_spot_config-26560029,6560029,6560029,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560029,0;0,0-0;0-0,0,0|6560002|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560030,special_spot_config-16560030,special_spot_config-26560030,6560030,6560030,1,0,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560030,0;0,0-0;0-0,0,1000001|0|0,0|0|0,-1,0,1000020,0,0,0,0,0,0,0,0,,0
6560031,special_spot_config-16560031,special_spot_config-26560031,6560031,6560031,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560031,0;0,0-0;0-0,0,1000001|6560003|0,0|0|0,-1,0,1000094,0,0,0,0,0,0,0,0,,0
6560032,special_spot_config-16560032,special_spot_config-26560032,6560032,6560032,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560032,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560033,special_spot_config-16560033,special_spot_config-26560033,6560033,6560033,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560033,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560034,special_spot_config-16560034,special_spot_config-26560034,spSCARL,6560034,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560034,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560035,special_spot_config-16560035,special_spot_config-26560035,SCAR_H,6560035,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560035,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560036,special_spot_config-16560036,special_spot_config-26560036,6560036,6560036,1,99,0,0,6560004,-1,0,1|3|301|10|305|304|8,0|1|2|3,1,0,0,6560036,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560037,special_spot_config-16560037,special_spot_config-26560037,6560037,6560037,1,99,6560039,0,0,-1,0,1|3|301|10|305|304|8,0|1|2|3,1,0,0,6560037,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560038,special_spot_config-16560038,special_spot_config-26560038,6560038,6560038,1,99,6560040,0,0,-1,0,1|3|301|10|305|304|8,0|1|2|3,1,0,0,6560038,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560039,special_spot_config-16560039,special_spot_config-26560039,SCAR_H,6560039,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560039,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560040,special_spot_config-16560040,special_spot_config-26560040,spSCARL,6560040,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560040,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560041,special_spot_config-16560041,special_spot_config-26560041,6560041,6560041,1,99,6560042,0,0,-1,1,1|3|301|10|305|304|8,0|1|2|3,1,0,0,6560041,0;3,0-0;0-1,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560042,special_spot_config-16560042,special_spot_config-26560042,refugee_smg,6560042,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560042,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560043,special_spot_config-16560043,special_spot_config-26560043,6560043,6560043,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560043,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1015,0,0,0,0,0,0,,0
6560044,special_spot_config-16560044,special_spot_config-26560044,6560044,6560044,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560044,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1016,0,0,0,0,0,0,,0
6560045,special_spot_config-16560045,special_spot_config-26560045,6560045,6560045,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560045,0;0,0-0;0-0,0,0|6560001|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560046,special_spot_config-16560046,special_spot_config-26560046,6560046,6560046,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560046,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560047,special_spot_config-16560047,special_spot_config-26560047,6560047,6560047,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560047,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560048,special_spot_config-16560048,special_spot_config-26560048,6560048,6560048,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560048,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6560049,special_spot_config-16560049,special_spot_config-26560049,6560049,6560049,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6560049,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580001,special_spot_config-16580001,special_spot_config-26580001,6580001,6580001,1,99,0,0,0,-1,0,-1,0|1|2|3,1,1,0,6580001,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580002,special_spot_config-16580002,special_spot_config-26580002,6580002,6580002,1,99,0,0,0,-1,0,-1,0|1|2|3,1,1,0,6580002,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580003,special_spot_config-16580003,special_spot_config-26580003,6580003,6580003,1,99,0,0,0,-1,0,-1,0|1|2|3,1,1,0,6580003,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580004,special_spot_config-16580004,special_spot_config-26580004,6580004,6580004,1,99,0,0,0,-1,0,-1,0|1|2|3,1,1,0,6580004,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580005,special_spot_config-16580005,special_spot_config-26580005,6580005,6580005,1,99,0,0,6580000,1|8|10,0,1|8|10,0|1|2|3,1,0,0,6580005,3;0,0-1;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580006,special_spot_config-16580006,special_spot_config-26580006,6580006,6580006,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580006,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000155,0,0,0,0,0,0,,1
6580007,special_spot_config-16580007,special_spot_config-26580007,6580007,6580007,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580007,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000156,0,0,0,0,0,0,,1
6580008,special_spot_config-16580008,special_spot_config-26580008,6580008,6580008,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580008,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000157,0,0,0,0,0,0,,1
6580009,special_spot_config-16580009,special_spot_config-26580009,6580009,6580009,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580009,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000158,0,0,0,0,0,0,,1
6580010,special_spot_config-16580010,special_spot_config-26580010,6580010,6580010,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580010,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000159,0,0,0,0,0,0,,1
6580011,special_spot_config-16580011,special_spot_config-26580011,6580011,6580011,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580011,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000160,0,0,0,0,0,0,,1
6580012,special_spot_config-16580012,special_spot_config-26580012,6580012,6580012,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580012,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,1000161,0,0,0,0,0,0,,1
6580013,special_spot_config-16580013,special_spot_config-26580013,6580013,6580013,1,1,0,0,0,-1,0,-1,0|1|2|3,1,1,0,6580013,0;0,0-0;0-0,0,0|0|0,0|0|6580004,-1,0,0,0,0,0,0,0,0,0,0,,1
6580014,special_spot_config-16580014,special_spot_config-26580014,6580014,6580014,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580014,0;0,0-0;0-0,0,6580001|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580015,special_spot_config-16580015,special_spot_config-26580015,6580015,6580015,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580015,0;0,0-0;0-0,0,6580002|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580016,special_spot_config-16580016,special_spot_config-26580016,6580016,6580016,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580016,0;0,0-0;0-0,0,6580003|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580017,special_spot_config-16580017,special_spot_config-26580017,6580017,6580017,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580017,0;0,0-0;0-0,0,6580004|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580018,special_spot_config-16580018,special_spot_config-26580018,6580018,6580018,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580018,0;0,0-0;0-0,0,6580005|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580019,special_spot_config-16580019,special_spot_config-26580019,6580019,6580019,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580019,0;0,0-0;0-0,0,6580006|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580020,special_spot_config-16580020,special_spot_config-26580020,6580020,6580020,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580020,0;0,0-0;0-0,0,6580007|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580021,special_spot_config-16580021,special_spot_config-26580021,6580021,6580021,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580021,0;0,0-0;0-0,0,6580008|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580022,special_spot_config-16580022,special_spot_config-26580022,6580022,6580022,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580022,0;0,0-0;0-0,0,6580009|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580023,special_spot_config-16580023,special_spot_config-26580023,6580023,6580023,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580023,0;0,0-0;0-0,0,0|0|0,0|0|6580006,-1,0,0,0,1000156,0,0,0,0,0,0,,1
6580024,special_spot_config-16580024,special_spot_config-26580024,6580024,6580024,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580024,0;0,0-0;0-0,0,0|0|0,0|0|6580023,-1,0,0,0,1000157,0,0,0,0,0,0,,1
6580025,special_spot_config-16580025,special_spot_config-26580025,6580025,6580025,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580025,0;0,0-0;0-0,0,0|0|0,0|0|6580024,-1,0,0,0,1000158,0,0,0,0,0,0,,1
6580026,special_spot_config-16580026,special_spot_config-26580026,6580026,6580026,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580026,0;0,0-0;0-0,0,0|0|0,0|0|6580025,-1,0,0,0,1000159,0,0,0,0,0,0,,1
6580027,special_spot_config-16580027,special_spot_config-26580027,6580027,6580027,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580027,0;0,0-0;0-0,0,0|0|0,0|0|6580026,-1,0,0,0,1000160,0,0,0,0,0,0,,1
6580028,special_spot_config-16580028,special_spot_config-26580028,6580028,6580028,2,1,0,0,0,-1,5,-1,0|1|2|3,1,0,0,6580028,0;0,0-0;0-0,0,0|0|0,0|0|6580027,-1,0,0,0,1000161,0,0,0,0,0,0,,1
6580029,special_spot_config-16580029,special_spot_config-26580029,6580029,6580029,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580029,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580030,special_spot_config-16580030,special_spot_config-26580030,6580030,6580030,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580030,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580031,special_spot_config-16580031,special_spot_config-26580031,6580031,6580031,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580031,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580032,special_spot_config-16580032,special_spot_config-26580032,6580032,6580032,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580032,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580033,special_spot_config-16580033,special_spot_config-26580033,6580033,6580033,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580033,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580034,special_spot_config-16580034,special_spot_config-26580034,6580034,6580034,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580034,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580035,special_spot_config-16580035,special_spot_config-26580035,6580035,6580035,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580035,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580036,special_spot_config-16580036,special_spot_config-26580036,6580036,6580036,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580036,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580037,special_spot_config-16580037,special_spot_config-26580037,6580037,6580037,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580037,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580038,special_spot_config-16580038,special_spot_config-26580038,6580038,6580038,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580038,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580039,special_spot_config-16580039,special_spot_config-26580039,6580039,6580039,1,99,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580039,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580040,special_spot_config-16580040,special_spot_config-26580040,6580040,6580040,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580040,0;0,0-0;0-0,0,0|0|0,0|0|6580045,-1,0,0,0,0,0,0,0,0,0,0,,0
6580041,special_spot_config-16580041,special_spot_config-26580041,6580041,6580041,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580041,0;0,0-0;0-0,0,0|0|0,0|0|6580046,-1,0,0,0,0,0,0,0,0,0,0,,0
6580042,special_spot_config-16580042,special_spot_config-26580042,6580042,6580042,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580042,0;0,0-0;0-0,0,0|0|0,0|0|6580047,-1,0,0,0,0,0,0,0,0,0,0,,0
6580043,special_spot_config-16580043,special_spot_config-26580043,6580043,6580043,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580043,0;0,0-0;0-0,0,0|0|0,0|0|6580048,-1,0,0,0,0,0,0,0,0,0,0,,0
6580044,special_spot_config-16580044,special_spot_config-26580044,6580044,6580044,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580044,0;0,0-0;0-0,0,0|0|0,0|0|6580049,-1,0,0,0,0,0,0,0,0,0,0,,0
6580045,special_spot_config-16580045,special_spot_config-26580045,6580045,6580045,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580045,0;0,0-0;0-0,0,0|0|0,0|0|6580050,-1,0,0,0,0,0,0,0,0,0,0,,0
6580046,special_spot_config-16580046,special_spot_config-26580046,6580046,6580046,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580046,0;0,0-0;0-0,0,0|0|0,0|0|6580051,-1,0,0,0,0,0,0,0,0,0,0,,0
6580047,special_spot_config-16580047,special_spot_config-26580047,6580047,6580047,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580047,0;0,0-0;0-0,0,0|0|0,0|0|6580052,-1,0,0,0,0,0,0,0,0,0,0,,0
6580048,special_spot_config-16580048,special_spot_config-26580048,6580048,6580048,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580048,0;0,0-0;0-0,0,0|0|0,0|0|6580053,-1,0,0,0,0,0,0,0,0,0,0,,0
6580049,special_spot_config-16580049,special_spot_config-26580049,6580049,6580049,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580049,0;0,0-0;0-0,0,0|0|0,0|0|6580054,-1,0,0,0,0,0,0,0,0,0,0,,0
6580050,special_spot_config-16580050,special_spot_config-26580050,6580050,6580050,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580050,0;0,0-0;0-0,0,0|0|0,0|0|6580055,-1,0,0,0,0,0,0,0,0,0,0,,0
6580051,special_spot_config-16580051,special_spot_config-26580051,6580051,6580051,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580051,0;0,0-0;0-0,0,0|0|0,0|0|6580056,-1,0,0,0,0,0,0,0,0,0,0,,0
6580052,special_spot_config-16580052,special_spot_config-26580052,6580052,6580052,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580052,0;0,0-0;0-0,0,0|0|0,0|0|6580057,-1,0,0,0,0,0,0,0,0,0,0,,0
6580053,special_spot_config-16580053,special_spot_config-26580053,6580053,6580053,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580053,0;0,0-0;0-0,0,0|0|0,0|0|6580058,-1,0,0,0,0,0,0,0,0,0,0,,0
6580054,special_spot_config-16580054,special_spot_config-26580054,6580054,6580054,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580054,0;0,0-0;0-0,0,0|0|0,0|0|6580059,-1,0,0,0,0,0,0,0,0,0,0,,0
6580055,special_spot_config-16580055,special_spot_config-26580055,6580055,6580055,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580055,0;0,0-0;0-0,0,0|0|0,0|0|6580060,-1,0,0,0,0,0,0,0,0,0,0,,0
6580056,special_spot_config-16580056,special_spot_config-26580056,6580056,6580056,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580056,0;0,0-0;0-0,0,0|0|0,0|0|6580061,-1,0,0,0,0,0,0,0,0,0,0,,0
6580057,special_spot_config-16580057,special_spot_config-26580057,6580057,6580057,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580057,0;0,0-0;0-0,0,0|0|0,0|0|6580062,-1,0,0,0,0,0,0,0,0,0,0,,0
6580058,special_spot_config-16580058,special_spot_config-26580058,6580058,6580058,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580058,0;0,0-0;0-0,0,0|0|0,0|0|6580063,-1,0,0,0,0,0,0,0,0,0,0,,0
6580059,special_spot_config-16580059,special_spot_config-26580059,6580059,6580059,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580059,0;0,0-0;0-0,0,0|0|0,0|0|6580064,-1,0,0,0,0,0,0,0,0,0,0,,0
6580060,special_spot_config-16580060,special_spot_config-26580060,6580060,6580060,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580060,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580061,special_spot_config-16580061,special_spot_config-26580061,6580061,6580061,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580061,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580062,special_spot_config-16580062,special_spot_config-26580062,6580062,6580062,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580062,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580063,special_spot_config-16580063,special_spot_config-26580063,6580063,6580063,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580063,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580064,special_spot_config-16580064,special_spot_config-26580064,6580064,6580064,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580064,0;0,0-0;0-0,0,0|0|0,0|0|0,-1,0,0,0,0,0,0,0,0,0,0,,0
6580065,special_spot_config-16580065,special_spot_config-26580065,6580065,6580065,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580065,0;0,0-0;0-0,0,0|0|0,0|0|6580070,-1,0,0,0,0,0,0,0,0,0,0,,0
6580066,special_spot_config-16580066,special_spot_config-26580066,6580066,6580066,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580066,0;0,0-0;0-0,0,0|0|0,0|0|6580071,-1,0,0,0,0,0,0,0,0,0,0,,0
6580067,special_spot_config-16580067,special_spot_config-26580067,6580067,6580067,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580067,0;0,0-0;0-0,0,0|0|0,0|0|6580072,-1,0,0,0,0,0,0,0,0,0,0,,0
6580068,special_spot_config-16580068,special_spot_config-26580068,6580068,6580068,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580068,0;0,0-0;0-0,0,0|0|0,0|0|6580073,-1,0,0,0,0,0,0,0,0,0,0,,0
6580069,special_spot_config-16580069,special_spot_config-26580069,6580069,6580069,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580069,0;0,0-0;0-0,0,0|0|0,0|0|6580074,-1,0,0,0,0,0,0,0,0,0,0,,0
6580070,special_spot_config-16580070,special_spot_config-26580070,6580070,6580070,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580070,0;0,0-0;0-0,0,0|0|0,0|0|6580075,-1,0,0,0,0,0,0,0,0,0,0,,0
6580071,special_spot_config-16580071,special_spot_config-26580071,6580071,6580071,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580071,0;0,0-0;0-0,0,0|0|0,0|0|6580076,-1,0,0,0,0,0,0,0,0,0,0,,0
6580072,special_spot_config-16580072,special_spot_config-26580072,6580072,6580072,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580072,0;0,0-0;0-0,0,0|0|0,0|0|6580077,-1,0,0,0,0,0,0,0,0,0,0,,0
6580073,special_spot_config-16580073,special_spot_config-26580073,6580073,6580073,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580073,0;0,0-0;0-0,0,0|0|0,0|0|6580078,-1,0,0,0,0,0,0,0,0,0,0,,0
6580074,special_spot_config-16580074,special_spot_config-26580074,6580074,6580074,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580074,0;0,0-0;0-0,0,0|0|0,0|0|6580079,-1,0,0,0,0,0,0,0,0,0,0,,0
6580075,special_spot_config-16580075,special_spot_config-26580075,6580075,6580075,1,1,0,0,0,-1,0,-1,0|1|2|3,1,0,0,6580075,0;0,0-0;0-0,0,0|0|0,0|0|6580080,-1,0,0,0,0,0,0,0,0,0,0,,0
