id,name,classes,type,position,space,deco_rate,decompose_gift,description,code,texture_type,sorting,offset,rotate,interact_point,interact_point_offset,furniture_bgm,touch_area,bonus_id,ai
35707,furniture-10035707,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035707,poster_Detective2021_Magal,1,5,"0,0,0",3,0,0,0,0,0,0
35801,furniture-10035801,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035801,poster_Anniversary2021_C93,1,5,"0,0,0",3,0,0,0,0,0,0
35802,furniture-10035802,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035802,poster_Anniversary2021_PA15,1,5,"0,0,0",3,0,0,0,0,0,0
35803,furniture-10035803,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035803,poster_Anniversary2021_M82A1,1,5,"0,0,0",3,0,0,0,0,0,0
35804,furniture-10035804,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035804,poster_Anniversary2021_VSK,1,5,"0,0,0",3,0,0,0,0,0,0
35805,furniture-10035805,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035805,poster_Anniversary2021_97typeS,1,5,"0,0,0",3,0,0,0,0,0,0
35806,furniture-10035806,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035806,poster_Anniversary2021_FX05,1,5,"0,0,0",3,0,0,0,0,0,0
35807,furniture-10035807,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035807,poster_Anniversary2021_CZ805,1,5,"0,0,0",3,0,0,0,0,0,0
35808,furniture-10035808,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035808,poster_Anniversary2021_PPsh41,1,5,"0,0,0",3,0,0,0,0,0,0
35901,furniture-10035901,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035901,poster_Children2021_RPK203,1,5,"0,0,0",3,0,0,0,0,0,0
35902,furniture-10035902,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035902,poster_Children2021_Lusa,1,5,"0,0,0",3,0,0,0,0,0,0
35903,furniture-10035903,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035903,poster_Children2021_SACR,1,5,"0,0,0",3,0,0,0,0,0,0
35904,furniture-10035904,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035904,poster_Children2021_PKP,1,5,"0,0,0",3,0,0,0,0,0,0
35905,furniture-10035905,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035905,poster_Children2021_06TypeSMG,1,5,"0,0,0",3,0,0,0,0,0,0
35906,furniture-10035906,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035906,poster_Children2021_Ak5,1,5,"0,0,0",3,0,0,0,0,0,0
35907,furniture-10035907,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035907,poster_Children2021_M82,1,5,"0,0,0",3,0,0,0,0,0,0
35908,furniture-10035908,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20035908,poster_Children2021_wz29,1,5,"0,0,0",3,0,0,0,0,0,0
36101,furniture-10036101,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036101,poster_YZ2021_LTLX7000,1,5,"0,0,0",3,0,0,0,0,0,0
36102,furniture-10036102,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036102,poster_YZ2021_DP12,1,5,"0,0,0",3,0,0,0,0,0,0
36103,furniture-10036103,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036103,poster_YZ2021_Px4Storm,1,5,"0,0,0",3,0,0,0,0,0,0
36105,furniture-10036105,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036105,poster_YZ2021_PPD40,1,5,"0,0,0",3,0,0,0,0,0,0
36106,furniture-10036106,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036106,poster_YZ2021_UKM2000,1,5,"0,0,0",3,0,0,0,0,0,0
36107,furniture-10036107,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036107,poster_YZ2021_VPM5,1,5,"0,0,0",3,0,0,0,0,0,0
36108,furniture-10036108,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036108,poster_YZ2021_QSB91,1,5,"0,0,0",3,0,0,0,0,0,0
36109,furniture-10036109,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036109,poster_YZ2021_PPK,1,5,"0,0,0",3,0,0,0,0,0,0
36201,furniture-10036201,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036201,poster_Fur2021_PM9,1,5,"0,0,0",3,0,0,0,0,0,0
36202,furniture-10036202,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036202,poster_Fur2021_Delisle,1,5,"0,0,0",3,0,0,0,0,0,0
36203,furniture-10036203,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036203,poster_Fur2021_Mk12,1,5,"0,0,0",3,0,0,0,0,0,0
36204,furniture-10036204,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036204,poster_Fur2021_9A91,1,5,"0,0,0",3,0,0,0,0,0,0
36205,furniture-10036205,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036205,poster_Fur2021_TT33,1,5,"0,0,0",3,0,0,0,0,0,0
36206,furniture-10036206,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036206,poster_Fur2021_Tabuk,1,5,"0,0,0",3,0,0,0,0,0,0
36207,furniture-10036207,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036207,poster_Fur2021_OC44,1,5,"0,0,0",3,0,0,0,0,0,0
36301,furniture-10036301,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036301,poster_Dating2021_AUGPARA,1,5,"0,0,0",3,0,0,0,0,0,0
36302,furniture-10036302,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036302,poster_Dating2021_SL8,1,5,"0,0,0",3,0,0,0,0,0,0
36303,furniture-10036303,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036303,poster_Dating2021_SP9,1,5,"0,0,0",3,0,0,0,0,0,0
36304,furniture-10036304,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036304,poster_Dating2021_MondragonM1908,1,5,"0,0,0",3,0,0,0,0,0,0
36305,furniture-10036305,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036305,poster_Dating2021_RexZero1,1,5,"0,0,0",3,0,0,0,0,0,0
36306,furniture-10036306,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036306,poster_Dating2021_CETME556,1,5,"0,0,0",3,0,0,0,0,0,0
36401,furniture-10036401,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036401,poster_Halloween2021_95type,1,5,"0,0,0",3,0,0,0,0,0,0
36402,furniture-10036402,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036402,poster_Halloween2021_SVCh,1,5,"0,0,0",3,0,0,0,0,0,0
36403,furniture-10036403,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036403,poster_Halloween2021_CBJMS,1,5,"0,0,0",3,0,0,0,0,0,0
36404,furniture-10036404,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036404,poster_Halloween2021_KAC,1,5,"0,0,0",3,0,0,0,0,0,0
36405,furniture-10036405,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036405,poster_Halloween2021_MP443,1,5,"0,0,0",3,0,0,0,0,0,0
36406,furniture-10036406,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036406,poster_Halloween2021_LWMMG,1,5,"0,0,0",3,0,0,0,0,0,0
36501,furniture-10036501,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036501,poster_Meka2021_DesertEagle,1,5,"0,0,0",3,0,0,0,0,0,0
36502,furniture-10036502,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036502,poster_Meka2021_SIGMCX,1,5,"0,0,0",3,0,0,0,0,0,0
36503,furniture-10036503,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036503,poster_Meka2021_88type,1,5,"0,0,0",3,0,0,0,0,0,0
36504,furniture-10036504,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036504,poster_Meka2021_MG36,1,5,"0,0,0",3,0,0,0,0,0,0
36505,furniture-10036505,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036505,poster_Meka2021_HK416,1,5,"0,0,0",3,0,0,0,0,0,0
36507,furniture-10036507,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036507,poster_Meka2021_F1,1,5,"0,0,0",3,0,0,0,0,0,0
36601,furniture-10036601,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036601,poster_Christmas2021_HowaType89,1,5,"0,0,0",3,0,0,0,0,0,0
36603,furniture-10036603,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036603,poster_Christmas2021_Python,1,5,"0,0,0",3,0,0,0,0,0,0
36604,furniture-10036604,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036604,poster_Christmas2021_VP1915,1,5,"0,0,0",3,0,0,0,0,0,0
36605,furniture-10036605,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036605,poster_Christmas2021_CR21,1,5,"0,0,0",3,0,0,0,0,0,0
36606,furniture-10036606,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036606,poster_Christmas2021_Cx4Storm,1,5,"0,0,0",3,0,0,0,0,0,0
36607,furniture-10036607,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036607,poster_Christmas2021_SAF,1,5,"0,0,0",3,0,0,0,0,0,0
36608,furniture-10036608,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036608,poster_Christmas2021_FNFNC,1,5,"0,0,0",3,0,0,0,0,0,0
36701,furniture-10036701,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036701,poster_NewYear2022_Vector,1,5,"0,0,0",3,0,0,0,0,0,0
36702,furniture-10036702,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036702,poster_NewYear2022_LTLX7000,1,5,"0,0,0",3,0,0,0,0,0,0
36703,furniture-10036703,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036703,poster_NewYear2022_Lusa,1,5,"0,0,0",3,0,0,0,0,0,0
36704,furniture-10036704,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036704,poster_NewYear2022_UMP9,1,5,"0,0,0",3,0,0,0,0,0,0
36705,furniture-10036705,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036705,poster_NewYear2022_AR57,1,5,"0,0,0",3,0,0,0,0,0,0
36706,furniture-10036706,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036706,poster_NewYear2022_VPM5,1,5,"0,0,0",3,0,0,0,0,0,0
36707,furniture-10036707,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036707,poster_NewYear2022_M14,1,5,"0,0,0",3,0,0,0,0,0,0
36801,furniture-10036801,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036801,poster_SpringFes2022_SP9,1,5,"0,0,0",3,0,0,0,0,0,0
36802,furniture-10036802,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036802,poster_SpringFes2022_Kolibri,1,5,"0,0,0",3,0,0,0,0,0,0
36803,furniture-10036803,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036803,poster_SpringFes2022_A545,1,5,"0,0,0",3,0,0,0,0,0,0
36804,furniture-10036804,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036804,poster_SpringFes2022_TKB408,1,5,"0,0,0",3,0,0,0,0,0,0
36805,furniture-10036805,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036805,poster_SpringFes2022_HS50,1,5,"0,0,0",3,0,0,0,0,0,0
36806,furniture-10036806,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036806,poster_SpringFes2022_MP7,1,5,"0,0,0",3,0,0,0,0,0,0
36807,furniture-10036807,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036807,poster_SpringFes2022_G36,1,5,"0,0,0",3,0,0,0,0,0,0
36808,furniture-10036808,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036808,poster_SpringFes2022_APS,1,5,"0,0,0",3,0,0,0,0,0,0
36809,furniture-10036809,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036809,poster_SpringFes2022_FN49,1,5,"0,0,0",3,0,0,0,0,0,0
36901,furniture-10036901,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036901,poster_WhiteV2022_Lewis,1,5,"0,0,0",3,0,0,0,0,0,0
36902,furniture-10036902,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036902,poster_WhiteV2022_97type,1,5,"0,0,0",3,0,0,0,0,0,0
36903,furniture-10036903,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036903,poster_WhiteV2022_P22,1,5,"0,0,0",3,0,0,0,0,0,0
36904,furniture-10036904,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036904,poster_WhiteV2022_79type,1,5,"0,0,0",3,0,0,0,0,0,0
36905,furniture-10036905,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036905,poster_WhiteV2022_K5,1,5,"0,0,0",3,0,0,0,0,0,0
36906,furniture-10036906,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036906,poster_WhiteV2022_T77,1,5,"0,0,0",3,0,0,0,0,0,0
36907,furniture-10036907,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036907,poster_WhiteV2022_M1,1,5,"0,0,0",3,0,0,0,0,0,0
36908,furniture-10036908,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036908,poster_WhiteV2022_Falcon,1,5,"0,0,0",3,0,0,0,0,0,0
36909,furniture-10036909,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20036909,poster_WhiteV2022_LWMMG,1,5,"0,0,0",3,0,0,0,0,0,0
37001,furniture-10037001,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037001,poster_OfficeLady2022_CZ75,1,5,"0,0,0",3,0,0,0,0,0,0
37002,furniture-10037002,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037002,poster_OfficeLady2022_FX05,1,5,"0,0,0",3,0,0,0,0,0,0
37003,furniture-10037003,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037003,poster_OfficeLady2022_RexZero1,1,5,"0,0,0",3,0,0,0,0,0,0
37004,furniture-10037004,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037004,poster_OfficeLady2022_C14,1,5,"0,0,0",3,0,0,0,0,0,0
37101,furniture-10037101,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037101,poster_Anniversary2022_ZB26,1,5,"0,0,0",3,0,0,0,0,0,0
37102,furniture-10037102,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037102,poster_Anniversary2022_Type100,1,5,"0,0,0",3,0,0,0,0,0,0
37103,furniture-10037103,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037103,poster_Anniversary2022_Rhino,1,5,"0,0,0",3,0,0,0,0,0,0
37104,furniture-10037104,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037104,poster_Anniversary2022_ColtDefender,1,5,"0,0,0",3,0,0,0,0,0,0
37105,furniture-10037105,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037105,poster_Anniversary2022_MP443,1,5,"0,0,0",3,0,0,0,0,0,0
37106,furniture-10037106,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037106,poster_Anniversary2022_88type,1,5,"0,0,0",3,0,0,0,0,0,0
37107,furniture-10037107,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037107,poster_Anniversary2022_M1895,1,5,"0,0,0",3,0,0,0,0,0,0
37108,furniture-10037108,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037108,poster_Anniversary2022_64type,1,5,"0,0,0",3,0,0,0,0,0,0
37201,furniture-10037201,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037201,poster_Children2022_VSK,1,5,"0,0,0",3,0,0,0,0,0,0
37202,furniture-10037202,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037202,poster_Children2022_95type,1,5,"0,0,0",3,0,0,0,0,0,0
37203,furniture-10037203,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037203,poster_Children2022_Px4Storm,1,5,"0,0,0",3,0,0,0,0,0,0
37204,furniture-10037204,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037204,poster_Children2022_Tabuk,1,5,"0,0,0",3,0,0,0,0,0,0
37205,furniture-10037205,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037205,poster_Children2022_MG3,1,5,"0,0,0",3,0,0,0,0,0,0
37206,furniture-10037206,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037206,poster_Children2022_56typeR,1,5,"0,0,0",3,0,0,0,0,0,0
37301,furniture-10037301,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037301,poster_Swimsuit2022_M6ASW,1,5,"0,0,0",3,0,0,0,0,0,0
37302,furniture-10037302,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037302,poster_Swimsuit2022_Savage99,1,5,"0,0,0",3,0,0,0,0,0,0
37303,furniture-10037303,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037303,poster_Swimsuit2022_Sterling,1,5,"0,0,0",3,0,0,0,0,0,0
37304,furniture-10037304,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037304,poster_Swimsuit2022_HS50,1,5,"0,0,0",3,0,0,0,0,0,0
37305,furniture-10037305,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037305,poster_Swimsuit2022_AK74M,1,5,"0,0,0",3,0,0,0,0,0,0
37306,furniture-10037306,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037306,poster_Swimsuit2022_06TypeSMG,1,5,"0,0,0",3,0,0,0,0,0,0
37307,furniture-10037307,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037307,poster_Swimsuit2022_EVO3,1,5,"0,0,0",3,0,0,0,0,0,0
37308,furniture-10037308,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037308,poster_Swimsuit2022_IWS2000,1,5,"0,0,0",3,0,0,0,0,0,0
37401,furniture-10037401,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037401,poster_Cosmos2022_ACR,1,5,"0,0,0",3,0,0,0,0,0,0
37402,furniture-10037402,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037402,poster_Cosmos2022_SCR,1,5,"0,0,0",3,0,0,0,0,0,0
37403,furniture-10037403,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037403,poster_Cosmos2022_QBU88,1,5,"0,0,0",3,0,0,0,0,0,0
37404,furniture-10037404,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037404,poster_Cosmos2022_SIGMCX,1,5,"0,0,0",3,0,0,0,0,0,0
37406,furniture-10037406,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037406,poster_Cosmos2022_G41,1,5,"0,0,0",3,0,0,0,0,0,0
37407,furniture-10037407,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037407,poster_Cosmos2022_88type,1,5,"0,0,0",3,0,0,0,0,0,0
37408,furniture-10037408,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037408,poster_Cosmos2022_TavorTS12,1,5,"0,0,0",3,0,0,0,0,0,0
37501,furniture-10037501,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037501,poster_Sport2022_PA15,1,5,"0,0,0",3,0,0,0,0,0,0
37502,furniture-10037502,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037502,poster_Sport2022_SR2,1,5,"0,0,0",3,0,0,0,0,0,0
37503,furniture-10037503,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037503,poster_Sport2022_HKCAWS,1,5,"0,0,0",3,0,0,0,0,0,0
37504,furniture-10037504,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037504,poster_Sport2022_SAF,1,5,"0,0,0",3,0,0,0,0,0,0
37505,furniture-10037505,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037505,poster_Sport2022_Nova,1,5,"0,0,0",3,0,0,0,0,0,0
37506,furniture-10037506,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037506,poster_Sport2022_C14,1,5,"0,0,0",3,0,0,0,0,0,0
37601,furniture-10037601,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037601,poster_Halloween2022_M327,1,5,"0,0,0",3,0,0,0,0,0,0
37602,furniture-10037602,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037602,poster_Halloween2022_KH2002,1,5,"0,0,0",3,0,0,0,0,0,0
37603,furniture-10037603,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037603,poster_Halloween2022_JS9mm,1,5,"0,0,0",3,0,0,0,0,0,0
37604,furniture-10037604,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037604,poster_Halloween2022_PPQ,1,5,"0,0,0",3,0,0,0,0,0,0
37605,furniture-10037605,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037605,poster_Halloween2022_StenMK2,1,5,"0,0,0",3,0,0,0,0,0,0
37606,furniture-10037606,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037606,poster_Halloween2022_MG42,1,5,"0,0,0",3,0,0,0,0,0,0
37607,furniture-10037607,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037607,poster_Halloween2022_G43,1,5,"0,0,0",3,0,0,0,0,0,0
37701,furniture-10037701,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037701,poster_KungFu2022_GeneralLiu,1,5,"0,0,0",3,0,0,0,0,0,0
37702,furniture-10037702,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037702,poster_KungFu2022_QBZ191,1,5,"0,0,0",3,0,0,0,0,0,0
37703,furniture-10037703,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037703,poster_KungFu2022_VP1915,1,5,"0,0,0",3,0,0,0,0,0,0
37704,furniture-10037704,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037704,poster_KungFu2022_Ak5,1,5,"0,0,0",3,0,0,0,0,0,0
37705,furniture-10037705,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037705,poster_KungFu2022_4type,1,5,"0,0,0",3,0,0,0,0,0,0
37706,furniture-10037706,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037706,poster_KungFu2022_56-1type,1,5,"0,0,0",3,0,0,0,0,0,0
37801,furniture-10037801,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037801,poster_Christmas2022_Delisle,1,5,"0,0,0",3,0,0,0,0,0,0
37802,furniture-10037802,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037802,poster_Christmas2022_Lusa,1,5,"0,0,0",3,0,0,0,0,0,0
37804,furniture-10037804,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037804,poster_Christmas2022_MPL,1,5,"0,0,0",3,0,0,0,0,0,0
37806,furniture-10037806,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037806,poster_Christmas2022_MPK,1,5,"0,0,0",3,0,0,0,0,0,0
37807,furniture-10037807,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037807,poster_Christmas2022_KSVK,1,5,"0,0,0",3,0,0,0,0,0,0
37809,furniture-10037809,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037809,poster_Christmas2022_BrenTen,1,5,"0,0,0",3,0,0,0,0,0,0
37902,furniture-10037902,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037902,poster_NewYear2023_A545,1,5,"0,0,0",3,0,0,0,0,0,0
37903,furniture-10037903,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037903,poster_NewYear2023_SL8,1,5,"0,0,0",3,0,0,0,0,0,0
37904,furniture-10037904,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037904,poster_NewYear2023_FX05,1,5,"0,0,0",3,0,0,0,0,0,0
37905,furniture-10037905,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037905,poster_NewYear2023_PPD40,1,5,"0,0,0",3,0,0,0,0,0,0
37906,furniture-10037906,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037906,poster_NewYear2023_OTs39,1,5,"0,0,0",3,0,0,0,0,0,0
37907,furniture-10037907,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20037907,poster_NewYear2023_MicroUZI,1,5,"0,0,0",3,0,0,0,0,0,0
38001,furniture-10038001,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038001,poster_SpringFes2023_MK3A1,1,5,"0,0,0",3,0,0,0,0,0,0
38002,furniture-10038002,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038002,poster_SpringFes2023_Px4Storm,1,5,"0,0,0",3,0,0,0,0,0,0
38003,furniture-10038003,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038003,poster_SpringFes2023_Erma,1,5,"0,0,0",3,0,0,0,0,0,0
38004,furniture-10038004,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038004,poster_SpringFes2023_Savage99,1,5,"0,0,0",3,0,0,0,0,0,0
38005,furniture-10038005,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038005,poster_SpringFes2023_RexZero1,1,5,"0,0,0",3,0,0,0,0,0,0
38006,furniture-10038006,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038006,poster_SpringFes2023_Tabuk,1,5,"0,0,0",3,0,0,0,0,0,0
38007,furniture-10038007,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038007,poster_SpringFes2023_APC556,1,5,"0,0,0",3,0,0,0,0,0,0
38008,furniture-10038008,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038008,poster_SpringFes2023_DP28,1,5,"0,0,0",3,0,0,0,0,0,0
38101,furniture-10038101,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038101,poster_WhiteV2023_DP12,1,5,"0,0,0",3,0,0,0,0,0,0
38102,furniture-10038102,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038102,poster_WhiteV2023_SP9,1,5,"0,0,0",3,0,0,0,0,0,0
38103,furniture-10038103,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038103,poster_WhiteV2023_AUG,1,5,"0,0,0",3,0,0,0,0,0,0
38105,furniture-10038105,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038105,poster_WhiteV2023_MondragonM1908,1,5,"0,0,0",3,0,0,0,0,0,0
38106,furniture-10038106,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038106,poster_WhiteV2023_TAR21,1,5,"0,0,0",3,0,0,0,0,0,0
38107,furniture-10038107,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038107,poster_WhiteV2023_357,1,5,"0,0,0",3,0,0,0,0,0,0
38108,furniture-10038108,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038108,poster_WhiteV2023_MP443,1,5,"0,0,0",3,0,0,0,0,0,0
38201,furniture-10038201,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038201,poster_Piracy2023_Kord,1,5,"0,0,0",3,0,0,0,0,0,0
38202,furniture-10038202,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038202,poster_Piracy2023_KH2002,1,5,"0,0,0",3,0,0,0,0,0,0
38203,furniture-10038203,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038203,poster_Piracy2023_SIGMCX,1,5,"0,0,0",3,0,0,0,0,0,0
38204,furniture-10038204,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038204,poster_Piracy2023_PTRD,1,5,"0,0,0",3,0,0,0,0,0,0
38205,furniture-10038205,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038205,poster_Piracy2023_TavorTS12,1,5,"0,0,0",3,0,0,0,0,0,0
38206,furniture-10038206,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038206,poster_Piracy2023_MP41,1,5,"0,0,0",3,0,0,0,0,0,0
38301,furniture-10038301,300,303,0,"3,6,1,1,1,0",750,100003,furniture-20038301,poster_Anniversary2023_98K,1,5,"0,0,0",3,0,0,0,0,0,0
