id,name,action_order,action_delay,action_playspeed,creation_order,creation_delay,creation_afterdeath,sound_order,sound_delay,effect_order,effect_delay,effect_duration,stop_time_speed,stop_time_delay,stop_time_duration,move_order,move_delay,summon_order,summon_delay,voice_order,voice_delay,scene_order,scene_play_speed,scene_delay,scene_transition,avg_order,avg_delay,bgm_order,bgm_delay,camera_order,camera_delay,camera_duration
8901,步枪普攻,1,0,100,9567|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8902,格雷普攻表演,sp4,0,100,9569|9570,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8903,格雷开场,sp2,0,100,9571,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8910,手榴弹,2,0,100,9580,40,,BT_grenade_woosh,35,1,0,1,,,,,,,,,,,,,,,,,,,,
8911,手榴毒弹,2,0,100,9581,40,,BT_grenade_woosh,35,9,0,30,,,,,,,,,,,,,,,,,,,,
8912,EM-2射击,1,0,100,9584,0,,BT_Sniper_skill_0,3,,,,,,,,,,,,,,,,,,,,,,,
8913,突击步枪普攻,1,0,100,9585|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
8914,隼狙击,1,40,100,9586|9587|9588,40|40|40,,BT_Sniper_skill_0,40,1,0,1,,,,,,,,,,,,,,,,,,,,
8915,击退强制位移,,,,,,,,,,,,,,,81602,0,,,,,,,,,,,,,,,
8916,穿盾伤害,,,,9589,0,,,,,,,,,,,,,,,,,,,,,,,,,,
8921,手枪精准普攻[*],1,0,100,9601|21|138,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
8922,手枪弱点普攻[*],1,0,100,9602|21|138,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9001,狙击妖精,,,,901|951,300|0,,BT_Sniper_skill_0,280,,,,,,,,,,,,,,,,,,,,,,,
9002,嘲讽妖精,,,,, ,,,,,,,,,,,,1,1,,,,,,,,,,,,,
9003,嘲讽靶机触发用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9004,迫击妖精,,,,902|953,150|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,空袭妖精,,,,905|906|907|908|909|910|911|912|913|914|915|916|917,90|93|96|99|102|105|108|111|114|117|120|30|100,,,,,,,,,,,,,,,,,,,,,,,,,,
9006,嘲讽妖精1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,
9007,嘲讽妖精2,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,
9008,嘲讽妖精3,,,,,,,,,,,,,,,,,3,1,,,,,,,,,,,,,
9009,嘲讽妖精4,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,
9010,嘲讽妖精5,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,
9011,嘲讽妖精6,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,
9012,嘲讽妖精7,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,
9013,嘲讽妖精8,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,
9014,嘲讽妖精9,,,,,,,,,,,,,,,,,9,1,,,,,,,,,,,,,
9015,嘲讽妖精10,,,,,,,,,,,,,,,,,10,1,,,,,,,,,,,,,
9016,火柱妖精,,,,954|955|956|957|958|959|960|961|962|963|964,90|93|96|99|102|105|108|111|114|117|120|123|126|129|132|135|138|141|144|147|150|153|156|159|162|165|168|171|174|177|180,,BT_YaeSakuraSplash|BT_YaeSakuraSplash|BT_YaeSakuraSplash|BT_YaeSakuraSplash|BT_YaeSakuraSplash|BT_YaeSakuraSplash|BT_YaeSakuraSplash,116|132|138|144|150|156|162,,,,,,,,,,,,,,,,,,,,,,,
9017,人形妖精1,,,,,,,,,,,,,,,,,11|21,45|45,,,,,,,,,,,,,
9018,人形妖精2,,,,,,,,,,,,,,,,,12|22,45|45,,,,,,,,,,,,,
9019,人形妖精3,,,,,,,,,,,,,,,,,13|23,45|45,,,,,,,,,,,,,
9020,人形妖精4,,,,,,,,,,,,,,,,,14|24,45|45,,,,,,,,,,,,,
9021,人形妖精5,,,,,,,,,,,,,,,,,15|25,45|45,,,,,,,,,,,,,
9022,人形妖精6,,,,,,,,,,,,,,,,,16|26,45|45,,,,,,,,,,,,,
9023,人形妖精7,,,,,,,,,,,,,,,,,17|27,45|45,,,,,,,,,,,,,
9024,人形妖精8,,,,,,,,,,,,,,,,,18|28,45|45,,,,,,,,,,,,,
9025,人形妖精9,,,,,,,,,,,,,,,,,19|29,45|45,,,,,,,,,,,,,
9026,人形妖精10,,,,,,,,,,,,,,,,,20|30,45|45,,,,,,,,,,,,,
9027,人形妖精AOE,,,,166|167,1|5,,,,,,,,,,,,,,,,,,,,,,,,,,
9028,人形妖精AOE,,,,169|167,6|10,,,,,,,,,,,,,,,,,,,,,,,,,,
9029,人形妖精AOE,,,,170|167,11|15,,,,,,,,,,,,,,,,,,,,,,,,,,
9030,悲恸人形1,,,,,,,,,,,,,,,,,41|51,1|1,,,,,,,,,,,,,
9031,悲恸人形2,,,,,,,,,,,,,,,,,42|52,1|1,,,,,,,,,,,,,
9032,悲恸人形3,,,,,,,,,,,,,,,,,43|53,1|1,,,,,,,,,,,,,
9033,悲恸人形4,,,,,,,,,,,,,,,,,44|54,1|1,,,,,,,,,,,,,
9034,悲恸人形5,,,,,,,,,,,,,,,,,45|55,1|1,,,,,,,,,,,,,
9035,悲恸人形6,,,,,,,,,,,,,,,,,46|56,1|1,,,,,,,,,,,,,
9036,悲恸人形7,,,,,,,,,,,,,,,,,47|57,1|1,,,,,,,,,,,,,
9037,悲恸人形8,,,,,,,,,,,,,,,,,48|58,1|1,,,,,,,,,,,,,
9038,悲恸人形9,,,,,,,,,,,,,,,,,49|59,1|1,,,,,,,,,,,,,
9039,悲恸人形10,,,,,,,,,,,,,,,,,50|60,1|1,,,,,,,,,,,,,
9040,人偶AOE开关,,,,966,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9041,人形妖精AOE,,,,967,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9042,炼金工房,,,,968,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9043,炼金工房9,,,,977,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9044,LadyMadeStar,,,,1100|1101|1112|1113,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9045,OblivioN,,,,1102|1103,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9046,年兽妖精,,,,1713,45,,,,,,,,,,,,,,,,,,,,,,,,,,
9047,贺岁型爆竹,,,,1720|1721|1722|1723|1724|1725|1726|1727|1728|1729|1730|1731|1732|1733|1734|1735|1736|1737|1738|1739|1740|1741|1742|1743|1744|1745|1749|1750|1751|1752|1753|1754|1755|1756|1757|1758|1759|1760|1761|1762|1763|1764|1765|1766|1767|1768|1769|1770|1771|1772|1773,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9048,清凉型,,,,,,,,,,,,0,0,60,,,,,,,beach,300,0,2,,,,,,,
9049,清凉型[召唤],,,,,,,,,,,,,,,,,1036,0,,,,,,,,,,,,,
9050,吉祥型,,,,2965,5,,,,,,,,,,,,,,,,,,,,,,,,,,
9207,阻断射击,1,39,100,919,40,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
9210,瞄准射击,1,39,100,19,40,,BT_Sniper_skill_0,10,1,1,1,0,1,120,,,,,,,,,,,,,,,,,
9211,爆破打击MG5,1,0,100,10649|9|9|9|9|21|21|21|21|21,0|2|4|6|8|0|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
9212,柯尔特海军开场,,,,3726,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9213,马提尼亨利主动技能,,,,3727,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
9214,马提尼亨利六发普攻,1,0,100,3728|21|139|3728|21|139|3728|21|139|3728|3728|3728|372801,0|0|0|0|3|3|0|6|6|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9215,PKP套装技能,,,,3731,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9216,Thunder50狙击,1|skill,30|50,100|100,3732,30,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
9217,Thunder50狙击,1|skill,30|50,100|100,3733|373301,30|25,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
9218,SR-3MP技能普攻,1,0,100,3734|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9219,SR-3MP普攻,1,0,100,3735|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9220,WA2000套装普攻,1,0,100,3737|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9221,MK18近身检测,,,,3738,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9222,XM556普攻,1,0,100,3739|21|139|139|9|9|9|9|21|21|21|21|21,0|0|0|5|2|4|6|8|2|4|6|8,,,,,,,,,,,,,,,,,,,,,,,,,,
9223,XM556加盾,,,,3740,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9224,艾蕾塔普攻,1,0,100,3743|21|138,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9225,艾蕾塔技能普攻,1,0,100,3744|21|138,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9226,黑卡蒂普攻,1,0,100,3745|21|138|8|8|8,0|0|0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9227,Erma圣诞皮肤普攻,1,0,100,3750|3749|3747|3748,0|9|4|7 ,,,,,,,,,,,,,,,,,,,,,,,,,,
9250,M14套装普攻,1,0,100,3802|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9251,HTI立姿普攻,attack,0,100,3803|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9252,HTI腰姿普攻,attack2,0,100,3804|21|139|3805|21|139,0|0|0|4|4|4,,,,,,,,,,,,,,,,,,,,,,,,,,
9253,HTI卧姿普攻,attack3,0,100,3806|3807|21|139,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9254,超级肖蒂专属伤害下降,,,,3815,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9255,Hecate II普攻,1,0,100,3820|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9256,Hecate II狙击,1,30,100,3821|3829,30|30,,BT_Sniper_skill_0,10,,,,,,,,,,,,,,,,,,,,,,,
9257,IA2普攻,1,0,100,3822|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
9258,IA2技能,,,,3823|3824|3827,0|0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
9259,Mini-14普攻,1,0,100,3825|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9260,Maxim 9自伤,,,,3826|3828,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
9261,Maxim 9自伤死亡,,,,3832,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9262,春田炮狙套装,1,30,100,3836|5016,30|0,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
9263,Unica 6支援-1级,,,,3838|383801|383802|383803,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9264,Unica 6支援-2级,,,,3839|383901|383902|383903,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9265,Unica 6支援-3级,,,,3840|384001|384002|384003,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9266,Unica 6支援-4级,,,,3841|384101|384102|384103,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9267,Unica 6支援-5级,,,,3842|384201|384202|384203,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9268,Unica 6支援-6级,,,,3843|384301|384302|384303,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9269,Unica 6支援-7级,,,,3844|384401|384402|384403,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9270,Unica 6支援-8级,,,,3845|384501|384502|384503,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9271,Unica 6支援-9级,,,,3846|384601|384602|384603,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9272,Unica 6支援-10级,,,,3847|384701|384702|384703,0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9273,Unica 6支援普攻,1,0,100,3848|21|138,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9274,Unica 6支援退场,therun2|therun2|therun2|therun2|therun2,0|18|36|54|72,100|100|100|100|100,238,149,,,,,,,,,,1073,0,,,,,,,,,,,,,,,
9275,EF88榴弹,s,0,100,3849,31,,BT_fire_grenade,31,,,,,,,,,,,,,,,,,,,,,,,
9276,EF88普攻,1,0,100,3851|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
9277,EF88特殊普攻,1,0,100,3852|7|7|21|140|140,0|2|4|0|0|2,,BT_AK|BT_AK|BT_AK,0|3|6,,,0,,,,,,,,,,,,,,,,,,,,
9278,M&P9开场扫描,,,,3853,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9279,SSG M1狙击,1,45,100,3858|3857,45|0,,BT_Sniper_skill_0,10,1,0,1,,,,,,,,,,,,,,,,,,,,
9280,Unica支援入场-第一队,move|move|move|move|move,0|18|36|54|72,100|100|100|100|100,,,,,,,,,,,,1074,0,,,,,,,,,,,,,,,
9281,Unica支援入场-第二队,move|move|move|move|move,90|108|126|144|162,100|100|100|100|100,,,,,,,,,,,,1075,0,,,,,,,,,,,,,,,
9282,Unica支援入场-第三队,move|move|move|move|move,180|198|216|234|252,100|100|100|100|100,,,,,,,,,,,,1076,0,,,,,,,,,,,,,,,
9283,Unica支援入场-第四队,move|move|move|move|move,270|288|306|324|342,100|100|100|100|100,,,,,,,,,,,,1077,0,,,,,,,,,,,,,,,
9284,齐亚帕三重冕射击,1,0,100,3859|3863,0|0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
9285,齐亚帕三重冕击退,,,,,,,,,,,,,,,1078,0,,,,,,,,,,,,,,,
9286,齐亚帕三重冕普攻,1,0,100,3860|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
9287,齐亚帕三重冕鸟弹普攻,1,0,100,3861|30,0|0,,BT_Shot_1,0,,,,,,,,,,,,,,,,,,,,,,,
9288,齐亚帕三重冕独头弹普攻,1,0,100,3862|30,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9289,CZ75套装观测者直击,2,1,100,3864|3867|3868,59|20|59,,BT_boss10_skill_luodi,20,1,1,1,,,,,,,,,,,,,,,,,,,,
9301,伯莱塔38型套装烟雾弹,2,15,100,3811,60,,BT_gasbomb_woosh,39,,,,,,,,,,,,,,,,,,,,,,,
9302,G28普攻,1,0,100,3870|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9303,IWS2000普攻,1,0,100,3871|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9304,KSG反击,,,,3872,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9305,93R技能普攻,1,0,100,3873|3873|3873|21|138,0|3|6|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9306,Rex Alpha增益,,,,3874,0,,,,1,0,1,,,,,,,,,,,,,,,,,,,,
9307,Hi-Point C9额外伤害,,,,3875,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9308,M887反击,,,,3876,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9309,53式普攻,1,0,100,3877|21|139,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
9310,53式支援,,,,3878,0,,,,,,,,,,,,,,,,,,,,,,,,,,
9995,战区boss特效,,,,386|10000|238,0|5|10,,,,,,,,,,414,5,,,,,,,,,,,,,,,
9999,UI创生物测试,,,,2320,25,,cutin_m4shot_19summer,25,3(M4A1_OGAS;OGAS SYSTEM;OGAS SYSTEM;M4A1_OGAS)|10(M4OGAScutin),0|25,1|150,,,,,,,,,,,,,,-33-44-1First,27,m_19summer_song,28,reset,0,9999
10001,皇帝-己方召唤,,,,,,,,,,,,0,0,60,,,5001,0,,,,,,,,,,,,,
10002,皇帝-敌方召唤,,,,,,,,,,,,0,0,60,,,5002,0,,,,,,,,,,,,,
10003,皇帝-双方召唤,,,,,,,,,,,,0,0,60,,,5001|5002,0|0,,,,,,,,,,,,,
10101,教皇-己方靶机,,,,,,,,,,,,,,,,,5011,0,,,,,,,,,,,,,
10102,教皇-敌方靶机,,,,,,,,,,,,,,,,,5012,0,,,,,,,,,,,,,
10103,教皇-双方靶机,,,,,,,,,,,,,,,,,5011|5012,0|0,,,,,,,,,,,,,
10201,战车-迫击炮己方,,,,7001|7001|7001|7001|7001|7001|7001|7001|7001|7002,50|55|60|65|70|75|80|85|90|0,,,,,,,,,,,,,,,,,,,,,,,,,,
10202,战车-迫击炮敌方,,,,7006,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10401,恋人-不死己方,,,,,,,,,,,,,,,,,5013,0,,,,,,,,,,,,,
10402,恋人-不死敌方,,,,,,,,,,,,,,,,,5014,0,,,,,,,,,,,,,
10403,恋人-不死双方,,,,,,,,,,,,,,,,,5015,0,,,,,,,,,,,,,
10801,死亡-高伤害己方,,,,7009,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10802,死亡-高伤害敌方,,,,7010,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10803,死亡-高伤害双方,,,,7009|7010,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
10901,恶魔-侵蚀己方,,,,,,,,,,,,,,,,,5016,0,,,,,,,,,,,,,
10902,恶魔-侵蚀敌方,,,,,,,,,,,,,,,,,5017,0,,,,,,,,,,,,,
10903,恶魔-侵蚀双方,,,,,,,,,,,,,,,,,5016|5017,0|0,,,,,,,,,,,,,
10904,恶魔-侵蚀伤害,,,,7011,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10905,恶魔-侵蚀Dot,,,,7012,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10906,恶魔-侵蚀Dot,,,,701201,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11101,月亮-增益己方,,,,7013,0,,,,,,,,,,,,1513,0,,,,,,,,,,,,,
11201,蟒蛇火力链接,,,,1201|1202|1214|1215|1216|1217,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11202,蟒蛇闪避链接,,,,1203|1204|1218|1219|1220|1221,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11203,蟒蛇命中链接,,,,1205|1206|1222|1223|1224|1225,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11204,蟒蛇射速链接,,,,1207|1208|1226|1227|1228|1229,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11205,蟒蛇暴击链接,,,,1209|1210|1230|1231|1232|1233,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11206,蟒蛇护甲链接,,,,1211|1212|1234|1235|1236|1237,0|0|0|0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
11208,蟒蛇射击,1,0,100,1200,0,,,,,,,,,,,,,,,,,,,,,,,,,,
11209,蟒蛇判定,,,,1213,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12001,拉普拉斯妖普攻,attack,0,40,7101,10,,,,,,,,,,,,,,,,,,,,,,,,,,
12002,拉普拉斯妖宝剑,s,0,130,7102,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12003,拉普拉斯妖圣杯,s2,0,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12004,拉普拉斯妖权杖分身,s3,0,130,710301|710302,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
12005,拉普拉斯妖权杖分身自爆,,,,7104|710401|710402,0|5|15,,,,,,,,,,,,,,,,,,,,,,,,,,
12006,拉普拉斯妖-皇帝,sp,0,100,,,,,,3(LaplaceBoss;황제;The Emperor;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5001|5002,60|60,,,,,,,,,,,,,
12007,拉普拉斯妖-教皇,sp,0,100,,,,,,3(LaplaceBoss;교황;The Hierophant;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5011|5012,60|60,,,,,,,,,,,,,
12008,拉普拉斯妖-战车,sp,0,100,,,,,,3(LaplaceBoss;전차;The Chariot;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5102|5103,60|60,,,,,,,,,,,,,
12009,拉普拉斯妖-力量,sp,0,100,,,,,,3(LaplaceBoss;힘;Strength;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5104|5105,60|60,,,,,,,,,,,,,
12010,拉普拉斯妖-恋人,sp,0,100,,,,,,3(LaplaceBoss;연인;The Lovers;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5015,60,,,,,,,,,,,,,
12011,拉普拉斯妖-隐者,sp,0,100,,,,,,3(LaplaceBoss;은둔자;The Hermit;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5106|5107,60|60,,,,,,,,,,,,,
12012,拉普拉斯妖-正义,sp,0,100,,,,,,3(LaplaceBoss;정의;Justice;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5108|5109,60|60,,,,,,,,,,,,,
12013,拉普拉斯妖-节制,sp,0,100,,,,,,3(LaplaceBoss;절제;Temperance;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5110|5111,60|60,,,,,,,,,,,,,
12014,拉普拉斯妖-死神,sp,0,100,7009|7010,60|60,,,,3(LaplaceBoss;죽음;Death;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,,,,,,,,,,,,,,,
12015,拉普拉斯妖-恶魔,sp,0,100,,,,,,3(LaplaceBoss;악마;The Devil;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5016|5017,60|60,,,,,,,,,,,,,
12016,拉普拉斯妖-星星,sp,0,100,,,,,,3(LaplaceBoss;별;The Star;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,,,,,,,,,,,,,,,
12017,拉普拉斯妖-月亮,sp,0,100,,,,,,3(LaplaceBoss;달;The Moon;Démon de Laplace)|7(redshine)|7(redshine),0|0|10,1|30|30,,,,,,5112|5113,60|60,,,,,,,,,,,,,
12018,拉普拉斯妖星币显示,,,,7106,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12019,拉普拉斯妖星币1,,,,7107,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12020,拉普拉斯妖星币2,,,,7108,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12021,拉普拉斯妖星币3,,,,7109,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12022,拉普拉斯妖星币4,,,,7110,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12023,拉普拉斯妖星币5,,,,7111,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12024,拉普拉斯妖星币6,,,,7112,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12025,RPK-16号令,attack2,0,100,7113|7114,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
12026,RPK-16-开场召唤,s,0,100,7115,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12027,RPK-16-90%血量召唤,s,0,100,7116|7120,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
12028,RPK-16-60%血量召唤,s,0,100,7121|7122,0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
12029,RPK-16-30%血量召唤,s,0,100,7117|7118|7119,0|0|0,,,,,,,,,,,,,,,,,,,,,,,,,,
12030,RPK-16随机三格天花板掉落,,,,7123|7125,0|0,,BT_RockExplo,70,2(1),70,60,,,,,,,,,,,,,,,,,,,,
12031,RPK-16随机六格天花板掉落,,,,7125,0,,BT_RockExplo,70,2(1),70,60,,,,,,,,,,,,,,,,,,,,
12032,RPK-16普攻,wait,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12033,RPK-16修复模式,attack,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12034,RPK-16强攻模式,attack2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12035,RPK-16嘲讽,s2,0,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12036,赫柏普攻,attack,0,100,7133|7134|7135,10|15|20,,,,,,,,,,,,,,,,,,,,,,,,,,
12037,赫柏致幻,sp1,0,100,7136,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12038,赫柏连击,sp2,0,100,7137|7137|7137|7137,10|20|30|40,,,,,,,,,,,,,,,,,,,,,,,,,,
12039,赫柏毒针,sp3,0,60,7138,60,,,,3(HebeBoss;맹독 가시덩굴;Venom Thorns;Hebe),0,1,,,,,,,,,,,,,,,,,,,,
12040,多斯远程普攻,attack,0,100,7139|35,0|0,,BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
12041,多斯近程普攻,attack2,0,100,7140,5,,,,,,,,,,,,,,,,,,,,,,,,,,
12042,多斯打药,s2,0,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043,多斯呼叫支援,s,0,100,,,,,,,,,,,,,,5124|5125|5126|5127|5128|5129,30|30|30|30|30|30,,,,,,,,,,,,,
12044,多斯复仇预警,,,,7141|7142|7143|7144|7145,0|0|0|0|0,,UI_TruckPassby,0,,,,,,,,,,,,,,,,,,,,,,,
12045,多斯复仇,move|s3|move,0|10|90,100|100|100,7146,20,,Pekola_Sword_whoosh,20,,,,,,,1066|1067|1068,0|10|90,,,,,,,,,,,,,,,
12046,多斯移动,move,0,100,,,,,,,,,,,,1069,0,,,,,,,,,,,,,,,
12050,黑卡蒂电磁弹,s,0,100,7152,40,,,,,,,,,,,,,,,,,,,,,,,,,,
12051,黑卡蒂信标,s,0,100,7154,40,,,,,,,,,,,,,,,,,,,,,,,,,,
12052,黑卡蒂随机一列减伤,,,,7157,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12053,黑卡蒂连续射击,attack,0,100,7159|7159|7159|7159|7159|35|35|35|35|35,0|3|5|7|10|0|3|5|7|10,,BT_pistol,0,,,,,,,,,,,,,,,,,,,,,,,
12060,斯提克斯普攻,attack,0,120,7170|7171|7173,9|9|10,,,,,,,,,,,,,,,,,,,,,,,,,,
12061,斯提克斯飞弹,,,,7175,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12062,斯提克斯缠绕,move|wait|s3|move,0|10|40|110,100|100|70|100,7177,60,,,,,,,,,,1070|1071|1072,0|10|110,,,,,,,,,,,,,,,
12063,斯提克斯蓄电场,s2,0,100,7178,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12064,斯提克斯雷暴Ⅰ,s,0,100,7181|718101|718102|718103|718104|718105|718106,45|45|55|60|65|70|50,,,,3(StyxBoss;차지 라이트닝;Electrical Storm;Styx),0,1,,,,,,,,,,,,,,,,,,,,
