id,type,name,enemy_info,code,maxlife,pow,hit,dodge,range,speed,number,angle,armor_piercing,armor,shield,rate,boss_hp,def,def_break,debuff_resistance,level,character,special_attack,normal_attack,passive_skill,effect_ratio,unable_buff_type,able_buff_id,voice,deployment_scale,recommend_description,hit_point,offset,lifebar_offset,enemy_illustration_id,location_offset,crit,crit_dmg,tenacity,danger
900339,1,enemy_character_type-20900339,格雷夫人【前三章120】50%血撤退,Mrsgray,260000,52,60,40,9,30,1,180,0,0,0,40,260000,4000,0,0,100,enemy_character_type-10900339,0,900107,"902332,902333,902334,902335,902336,902337,902338,119029,755187,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900339,,,,110,,0,0,0,1000
900340,1,enemy_character_type-20900340,缇【前三章70】,Teal,14000,32,20,30,4,100,1,180,50,0,0,40,14000,400,0,0,100,enemy_character_type-10900340,0,755065,"755066,755067,755068,755069,755070,755072,755073,755074,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900340,,,,138,,0,0,0,1000
900341,1,enemy_character_type-20900341,缇【前三章100】,Teal,160000,42,40,40,4,100,1,180,50,0,0,40,160000,3000,0,0,100,enemy_character_type-10900341,0,755065,"755066,755067,755068,755069,755070,755072,755073,755074,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900341,,,,138,,0,0,0,1000
900342,1,enemy_character_type-20900342,缇【前三章130】,Teal,280000,56,60,60,4,100,1,180,50,0,0,40,280000,6000,0,0,100,enemy_character_type-10900342,0,755065,"755066,755067,755068,755069,755070,755072,755073,755074,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900342,,,,138,,0,0,0,1000
900343,1,enemy_character_type-20900343,娜希斯【前三章150】强无敌,Narciss,3000000,66,300,300,5,30,1,180,100,0,0,40,3000000,7000,0,0,80100,enemy_character_type-10900343,0,900107,"902339,902340,902343,902346,902348,902350,902352,902353,902354,912355,922355,932355,942355,952355,962355,902341,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900343,,,,109,,0,0,0,1000
900344,1,enemy_character_type-20900344,捕获Boss,Hunter_WhiteDay,105000,140,100,40,6,60,1,180,0,30,0,65,105000,99999,0,0,100,enemy_character_type-10900344,5,300302,"400301,200303,119029,770044",1.05,,,"1,2,3",1.0,enemy_character_type-30900344,,,,157,,0,0,0,1000
900345,4,enemy_character_type-20900345,轨道炮M1-85平射显示小白需求,Tank_R,50000,40,35,0,18,0,1,180,200,60,0,50,0,99999,0,0,20200,enemy_character_type-10900345,0,405212,"405204,405211,405208,405209,200302,200303,119029",1.6800000000000002,221,,,1.0,enemy_character_type-30900345,,,,0,,0,0,0,40
900346,4,enemy_character_type-20900346,轨道炮M2-85电磁显示小白需求,Tank_M,46000,40,65,0,18,0,1,180,150,60,0,50,0,99999,0,0,20200,enemy_character_type-10900346,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900346,,,,0,,0,0,0,40
900347,4,enemy_character_type-20900347,轨道炮M3-85高射显示小白需求,Tank_L,40000,45,65,0,18,0,1,180,100,60,0,50,0,99999,0,0,20200,enemy_character_type-10900347,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.6800000000000002,221,,,1.0,enemy_character_type-30900347,,,,0,,0,0,0,40
900348,4,enemy_character_type-20900348,轨道炮M1-140平射显示小白需求,Tank_R,180000,65,65,0,18,0,1,180,200,75,0,50,0,99999,0,0,20200,enemy_character_type-10900348,0,405212,"405204,405211,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900348,,,,0,,0,0,0,40
900349,4,enemy_character_type-20900349,轨道炮M2-140电磁显示小白需求,Tank_M,165000,65,125,0,18,0,1,180,150,75,0,50,0,99999,0,0,20200,enemy_character_type-10900349,0,900107,"405208,405209,405215,405214,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900349,,,,0,,0,0,0,40
900350,4,enemy_character_type-20900350,轨道炮M3-140高射显示小白需求,Tank_L,155000,70,125,0,18,0,1,180,100,75,0,50,0,99999,0,0,20200,enemy_character_type-10900350,0,405203,"405204,405205,405208,405209,200302,200303,119029,755000",1.16,221,,,1.0,enemy_character_type-30900350,,,,0,"3.82,0.01,1.41",0,0,0,40
900351,1,enemy_character_type-20900351,巨大铁血狗-白情60,Cerberus_WhiteDay,30000,25,50,5,20,45,1,180,0,20,0,150,30000,99999,0,0,100,enemy_character_type-10900351,0,300326,"402001,402101,402002,200303,402103,119029",1.03,,,,1.0,enemy_character_type-30900351,,,,162,,0,0,0,1000
900352,1,enemy_character_type-20900352,巨大铁血狗-白情100,Cerberus_WhiteDay,140000,42,90,10,20,45,1,180,0,20,0,150,140000,99999,0,0,100,enemy_character_type-10900352,0,300326,"402001,402101,402002,200303,402103,119029",1.03,,,,1.0,enemy_character_type-30900352,,,,162,,0,0,0,1000
900353,1,enemy_character_type-20900353,100级夜泳装大僵尸,Smasher,205000,26,60,30,12,30,1,180,20,50,0,50,205000,99999,0,0,100,enemy_character_type-10900353,0,755203,"755197,755199,755200,755201,755202,755204,755205,755206,755207,755208,755209,755210,755211,755212,755213,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900353,,,,54,,0,0,0,1000
900354,1,enemy_character_type-20900354,140级夜泳装大僵尸,Smasher,465000,42,90,50,12,30,1,180,20,80,0,50,465000,99999,0,0,100,enemy_character_type-10900354,0,755203,"755197,755199,755200,755201,755202,755204,755205,755206,755207,755208,755209,755210,755211,755212,755213,119029,740089",1.0,"221,756",,"1,2",1.0,enemy_character_type-30900354,,,,54,,0,0,0,1000
900355,1,enemy_character_type-20900355,捕获Boss,Nyto_White_Summer,90000,62,250,15,9,50,1,180,20,60,0,35,90000,1200,0,0,100,enemy_character_type-10900355,0,404201,"200303,404200,404203,404204,404205,404212,404213,404215,404217,404218,404228,404216,404227,404219,404220,404221,404222,404208,404224,404210,404211,404230,119029,407302,770042",0.67,221,,"1,2",1.0,enemy_character_type-30900355,,,,166,,0,0,0,1000
900356,1,enemy_character_type-20900356,格雷-强无敌,Mrsgray,990000,99,99,99,9,30,1,180,0,0,0,40,990000,6000,0,0,100,enemy_character_type-10900356,0,900107,"902332,902333,902334,902335,902336,902337,902338,119029,755187,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900356,,,,110,,0,0,0,1000
900357,1,enemy_character_type-20900357,耶格尔-强无敌,Ares,990000,99,99,99,20,30,1,180,180,50,0,40,990000,99999,0,0,100,enemy_character_type-10900357,0,406304,"406301,406302,406320,406321,406303,406305,406306,406307,406308,406311,119029,755248,755249,740089,770043",0.66,221,,"1,2",1.0,enemy_character_type-30900357,,,,80,,0,0,0,1000
900358,1,enemy_character_type-20900358,70级20%提升版30%血撤退,Nyto_mecha,8200,22,20,30,6,50,1,180,50,0,0,40,8200,300,0,0,100,enemy_character_type-10900358,0,755238,"755239,755240,755241,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900358,,,,173,,0,0,0,1000
900359,1,enemy_character_type-20900359,105级20%提升版30%血撤退,Nyto_mecha,160000,52,50,60,6,50,1,180,50,0,0,40,160000,5000,0,0,100,enemy_character_type-10900359,0,755238,"755239,755240,755241,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900359,,,,173,,0,0,0,1000
900360,1,enemy_character_type-20900360,140级20%提升版30%血撤退,Nyto_mecha,520000,65,80,70,6,50,1,180,50,0,0,40,520000,7000,0,0,100,enemy_character_type-10900360,0,755238,"755239,755240,755241,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900360,,,,173,,0,0,0,1000
900361,1,enemy_character_type-20900361,130级-22年夏活夜战秃洞,Nyto_mecha,220000,52,50,30,6,50,1,180,50,0,0,40,220000,6000,0,0,100,enemy_character_type-10900361,0,755238,"755239,755240,755241,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900361,,,,173,,0,0,0,1000
900362,1,enemy_character_type-20900362,耶格尔145级-22年夏活夜战秃洞,Ares,420000,46,40,5,20,30,1,180,20,50,0,40,420000,99999,0,0,100,enemy_character_type-10900362,0,406304,"406301,406302,406320,406321,406303,406305,406306,406307,406308,406311,119029,755248,740089,770043",0.66,221,,"1,2",1.0,enemy_character_type-30900362,,,,80,,0,0,0,1000
900363,1,enemy_character_type-20900363,70级-【开场无敌】30%血撤退,Nyto_mecha,12000,30,30,45,4,100,1,180,50,0,0,40,12000,500,0,0,100,enemy_character_type-10900363,0,755238,"755239,755240,755241,755249,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900363,,,,173,,0,0,0,1000
900364,1,enemy_character_type-20900364,110级-【开场无敌】30%血撤退,Nyto_mecha,185000,30,30,45,4,100,1,180,50,0,0,40,185000,5000,0,0,100,enemy_character_type-10900364,0,755238,"755239,755240,755241,755249,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900364,,,,173,,0,0,0,1000
900365,1,enemy_character_type-20900365,140级-【开场无敌】30%血撤退,Nyto_mecha,520000,65,80,70,6,50,1,180,50,0,0,40,520000,7000,0,0,100,enemy_character_type-10900365,0,755238,"755239,755240,755241,755249,755250,119029,740089,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900365,,,,173,,0,0,0,1000
900366,1,enemy_character_type-20900366,135级昼战,Oldlady_boss,1200000,150,150,30,9,30,1,180,0,0,0,300,1200000,99999,0,0,100,enemy_character_type-10900366,0,755231,"755232,755233,755234,755235,755236,119029",0.4,,,"1,2,3",1.0,enemy_character_type-30900366,,,,174,,0,0,0,1000
900367,1,enemy_character_type-20900367,捕获Boss,Excutioner_Halloween,90000,62,250,15,9,50,1,180,20,0,0,35,90000,1200,0,0,100,enemy_character_type-10900367,4,300301,"400201,200303,119029,770044",1.15,,,"1,2,3",1.0,enemy_character_type-30900367,,,,175,,0,0,0,1000
900368,1,enemy_character_type-20900368,捕获Boss,Nyto_tareus,100000,52,50,30,6,50,1,180,50,0,0,40,100000,6000,0,0,100,enemy_character_type-10900368,0,755238,"755239,755240,755241,119029,407302,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900368,,,,176,,0,0,0,1000
900369,1,enemy_character_type-20900369,复刻终焉花海140级夜,Nyto_Isomer_White,220000,55,60,30,15,50,1,180,10,30,0,60,220000,9000,0,0,100,enemy_character_type-10900369,0,404801,"404802,404803,404848,404849,404850,404908,404910,404911,404912,404913,404914,404920,404901,119029,770042",0.63,221,,"1,2",1.0,enemy_character_type-30900369,,,,68,,0,0,0,1000
900370,1,enemy_character_type-20900370,巨大铁血狗-灰域探查,Cerberus_WhiteDay,5000,12,25,5,20,45,1,180,0,10,0,150,5000,99999,0,0,100,enemy_character_type-10900370,0,300326,"402001,402101,402002,200303,402103,119029,755259",1.03,,,,1.0,enemy_character_type-30900370,,,,162,,0,0,0,1000
900371,1,enemy_character_type-20900371,灰域Boss-昼55,Scarecrow,10500,30,50,20,5,60,1,180,0,0,0,60,10500,99999,0,0,100,enemy_character_type-10900371,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900371,,,,195,,0,0,0,1000
900372,1,enemy_character_type-20900372,灰域Boss-昼90,Scarecrow,85000,50,80,50,5,60,1,180,0,0,0,60,85000,99999,0,0,100,enemy_character_type-10900372,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900372,,,,195,,0,0,0,1000
900373,1,enemy_character_type-20900373,灰域Boss-昼125,Scarecrow,200000,160,180,80,5,60,1,180,0,0,0,60,200000,99999,0,0,100,enemy_character_type-10900373,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900373,,,,195,,0,0,0,1000
900374,1,enemy_character_type-20900374,灰域Boss-夜40,Scarecrow,10000,25,40,10,5,60,1,180,0,0,0,60,10000,99999,0,0,100,enemy_character_type-10900374,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900374,,,,195,,0,0,0,1000
900375,1,enemy_character_type-20900375,灰域Boss-夜85,Scarecrow,70000,40,60,20,5,60,1,180,0,0,0,60,70000,99999,0,0,100,enemy_character_type-10900375,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900375,,,,195,,0,0,0,1000
900376,1,enemy_character_type-20900376,灰域Boss-夜115,Scarecrow,180000,145,150,50,5,60,1,180,0,0,0,60,180000,99999,0,0,100,enemy_character_type-10900376,0,300303,"120601,120602,120603,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900376,,,,195,,0,0,0,1000
900377,1,enemy_character_type-20900377,灰域Boss-昼55,BossArchitect,12500,20,40,10,6,40,1,180,0,0,0,55,12500,99999,0,0,100,enemy_character_type-10900377,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900377,,,,196,,0,0,0,1000
900378,1,enemy_character_type-20900378,灰域Boss-昼90,BossArchitect,95000,35,40,20,6,40,1,180,0,0,0,55,95000,99999,0,0,100,enemy_character_type-10900378,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900378,,,,196,,0,0,0,1000
900379,1,enemy_character_type-20900379,灰域Boss-昼125,BossArchitect,220000,95,40,30,6,40,1,180,0,0,0,55,220000,99999,0,0,100,enemy_character_type-10900379,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900379,,,,196,,0,0,0,1000
900380,1,enemy_character_type-20900380,灰域Boss-夜40,BossArchitect,10500,20,40,5,6,40,1,180,0,0,0,55,10500,99999,0,0,100,enemy_character_type-10900380,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900380,,,,196,,0,0,0,1000
900381,1,enemy_character_type-20900381,灰域Boss-夜85,BossArchitect,80000,30,40,10,6,40,1,180,0,0,0,55,80000,99999,0,0,100,enemy_character_type-10900381,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900381,,,,196,,0,0,0,1000
900382,1,enemy_character_type-20900382,灰域Boss-夜115,BossArchitect,200000,95,40,20,6,40,1,180,0,0,0,55,200000,99999,0,0,100,enemy_character_type-10900382,0,300307,"120604,120605,120606,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900382,,,,196,,0,0,0,1000
900383,1,enemy_character_type-20900383,灰域Boss-昼55,Intruder,11000,20,30,25,5,60,1,180,0,0,0,60,11000,99999,0,0,100,enemy_character_type-10900383,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900383,,,,197,,0,0,0,1000
900384,1,enemy_character_type-20900384,灰域Boss-昼90,Intruder,90000,60,60,40,5,60,1,180,0,0,0,60,90000,99999,0,0,100,enemy_character_type-10900384,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900384,,,,197,,0,0,0,1000
900385,1,enemy_character_type-20900385,灰域Boss-昼125,Intruder,190000,210,90,60,5,60,1,180,0,0,0,60,190000,99999,0,0,100,enemy_character_type-10900385,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900385,,,,197,,0,0,0,1000
900386,1,enemy_character_type-20900386,灰域Boss-夜40,Intruder,10000,15,20,10,5,60,1,180,0,0,0,60,10000,99999,0,0,100,enemy_character_type-10900386,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900386,,,,197,,0,0,0,1000
900387,1,enemy_character_type-20900387,灰域Boss-夜85,Intruder,75000,50,50,30,5,60,1,180,0,0,0,60,75000,99999,0,0,100,enemy_character_type-10900387,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900387,,,,197,,0,0,0,1000
900388,1,enemy_character_type-20900388,灰域Boss-夜115,Intruder,160000,180,70,45,5,60,1,180,0,0,0,60,160000,99999,0,0,100,enemy_character_type-10900388,7,300314,"120607,120608,120609,120610,119029,770044",0.9,,,"1,2,3",1.0,enemy_character_type-30900388,,,,197,,0,0,0,1000
900389,1,enemy_character_type-20900389,灰域Boss-昼55,DestroyerPlus,14000,30,30,20,20,50,1,180,80,0,0,40,14000,99999,0,0,100,enemy_character_type-10900389,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900389,,,,198,,0,0,0,1000
900390,1,enemy_character_type-20900390,灰域Boss-昼90,DestroyerPlus,100000,50,50,30,20,50,1,180,80,0,0,40,100000,99999,0,0,100,enemy_character_type-10900390,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900390,,,,198,,0,0,0,1000
900391,1,enemy_character_type-20900391,灰域Boss-昼125,DestroyerPlus,240000,180,75,50,20,50,1,180,80,0,0,40,240000,99999,0,0,100,enemy_character_type-10900391,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900391,,,,198,,0,0,0,1000
900392,1,enemy_character_type-20900392,灰域Boss-夜40,DestroyerPlus,12000,20,20,10,20,50,1,180,80,0,0,40,12000,99999,0,0,100,enemy_character_type-10900392,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900392,,,,198,,0,0,0,1000
900393,1,enemy_character_type-20900393,灰域Boss-夜85,DestroyerPlus,90000,40,40,20,20,50,1,180,80,0,0,40,90000,99999,0,0,100,enemy_character_type-10900393,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900393,,,,198,,0,0,0,1000
900394,1,enemy_character_type-20900394,灰域Boss-夜115,DestroyerPlus,200000,160,60,35,20,50,1,180,80,0,0,40,200000,99999,0,0,100,enemy_character_type-10900394,0,300304,"120612,120613,120614,119029,770044",1.05,,,,1.0,enemy_character_type-30900394,,,,198,,0,0,0,1000
900395,1,enemy_character_type-20900395,灰域Boss-昼55,Justice,15000,20,60,10,20,45,1,180,0,50,0,150,15000,99999,0,0,100,enemy_character_type-10900395,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900395,,,,199,,0,0,0,1000
900396,1,enemy_character_type-20900396,灰域Boss-昼90,Justice,120000,40,100,10,20,45,1,180,0,80,0,150,120000,99999,0,0,100,enemy_character_type-10900396,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900396,,,,199,,0,0,0,1000
900397,1,enemy_character_type-20900397,灰域Boss-昼125,Justice,260000,60,150,20,20,45,1,180,0,100,0,150,260000,99999,0,0,100,enemy_character_type-10900397,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900397,,,,199,,0,0,0,1000
900398,1,enemy_character_type-20900398,灰域Boss-夜40,Justice,12000,20,40,10,20,45,1,180,0,50,0,150,12000,99999,0,0,100,enemy_character_type-10900398,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900398,,,,199,,0,0,0,1000
900399,1,enemy_character_type-20900399,灰域Boss-夜85,Justice,100000,40,80,10,20,45,1,180,0,80,0,150,100000,99999,0,0,100,enemy_character_type-10900399,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900399,,,,199,,0,0,0,1000
900400,1,enemy_character_type-20900400,灰域Boss-夜115,Justice,220000,60,120,20,20,45,1,180,0,100,0,150,220000,99999,0,0,100,enemy_character_type-10900400,0,300327,"120615,120616,120618,120619,120620,200303,119029,770044",0.9400000000000001,,,"1,2,3",1.0,enemy_character_type-30900400,,,,199,,0,0,0,1000
900501,1,enemy_character_type-20900501,稻草人110AR1,Scarecrow,510000,125,110,125,5,60,1,180,0,0,0,60,510000,99999,0,0,100,enemy_character_type-10900501,0,300303,"400101,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900501,,,,182,,0,0,0,1000
900502,1,enemy_character_type-20900502,稻草人115AR2,Scarecrow,690000,140,125,140,5,60,1,180,0,0,0,60,690000,99999,0,0,100,enemy_character_type-10900502,0,300303,"400101,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900502,,,,182,,0,0,0,1000
900503,1,enemy_character_type-20900503,计量官120AR2,BossGager,990000,115,90,105,5,30,1,180,0,25,0,55,990000,99999,0,0,100,enemy_character_type-10900503,0,300301,"401001,401002,401003,401004,401005,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900503,,,,183,,0,0,0,1000
900504,1,enemy_character_type-20900504,计量官120AR3,BossGager,990000,115,90,105,5,30,1,180,0,25,0,55,990000,99999,0,0,100,enemy_character_type-10900504,0,300301,"401001,401002,401003,401004,401005,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900504,,,,183,,0,0,0,1000
900505,1,enemy_character_type-20900505,建筑师125AR3,BossArchitect,980000,115,80,95,6,40,1,180,0,25,0,55,980000,99999,0,0,100,enemy_character_type-10900505,0,300307,"400801,400901,400902,400903,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900505,,,,184,,0,0,0,1000
900506,1,enemy_character_type-20900506,代理人130AR3,Agent,1480000,95,85,85,20,30,1,180,0,0,0,40,1480000,99999,0,0,100,enemy_character_type-10900506,0,402905,"402901,402915,402916,402917,402906,402907,402908,402918,119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900506,,,,185,,0,0,0,1000
900507,1,enemy_character_type-20900507,刽子手110RF1,Excutioner,750000,70,125,45,3,50,1,180,0,0,0,55,750000,99999,0,0,100,enemy_character_type-10900507,4,300301,"400201,200303,119029,770044",1.5,,,"1,2,3",1.0,enemy_character_type-30900507,,,,186,,0,0,0,1000
900508,1,enemy_character_type-20900508,刽子手115RF2,Excutioner,1015000,80,140,50,3,50,1,180,0,0,0,55,1015000,99999,0,0,100,enemy_character_type-10900508,4,300301,"400201,200303,119029,770044",1.5,,,"1,2,3",1.0,enemy_character_type-30900508,,,,186,,0,0,0,1000
900509,1,enemy_character_type-20900509,破坏者120RF2,Destroyer,930000,140,130,90,20,50,1,180,80,30,0,40,930000,99999,0,0,100,enemy_character_type-10900509,0,300304,"402201,401911,401912,200303,119029,770044",1.05,,,"1,2,3",1.0,enemy_character_type-30900509,,,,187,,0,0,0,1000
900510,1,enemy_character_type-20900510,破坏者120RF3,Destroyer,930000,140,130,90,20,50,1,180,80,30,0,40,930000,99999,0,0,100,enemy_character_type-10900510,0,300304,"402201,401911,401912,200303,119029,770044",1.05,,,"1,2,3",1.0,enemy_character_type-30900510,,,,187,,0,0,0,1000
900511,1,enemy_character_type-20900511,衔尾蛇125RF3,Weaver,1050000,125,115,345,20,45,1,180,0,23,0,55,1050000,99999,0,0,100,enemy_character_type-10900511,5,300323,"401101,400701,401104,200303,119029,770044",1.55,,,"1,2,3",1.0,enemy_character_type-30900511,,,,188,,0,0,0,1000
900512,1,enemy_character_type-20900512,梦想家130RF3,Dreamer,1395000,250,140,75,16,40,1,180,40,0,0,60,1395000,99999,0,0,100,enemy_character_type-10900512,0,300311,"119029,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900512,,,,189,,0,0,0,1000
900513,1,enemy_character_type-20900513,猎手110MG1,Hunter,545000,90,65,65,6,50,1,180,0,0,0,65,545000,99999,0,0,100,enemy_character_type-10900513,0,300302,"400301,200303,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900513,,,,190,,0,0,0,1000
900514,1,enemy_character_type-20900514,猎手115MG2,Hunter,740000,105,70,70,6,50,1,180,0,0,0,65,740000,99999,0,0,100,enemy_character_type-10900514,0,300302,"400301,200303,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900514,,,,190,,0,0,0,1000
900515,1,enemy_character_type-20900515,炼金术士120MG2,Alchemist,1160000,125,70,35,6,45,1,180,0,0,0,60,1160000,99999,0,0,100,enemy_character_type-10900515,6,300306,"400601,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900515,,,,191,,0,0,0,1000
900516,1,enemy_character_type-20900516,炼金术士120MG3,Alchemist,1160000,125,70,35,6,45,1,180,0,0,0,60,1160000,99999,0,0,100,enemy_character_type-10900516,6,300306,"400601,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900516,,,,191,,0,0,0,1000
900517,1,enemy_character_type-20900517,干扰者125MG3,Intruder,1190000,125,115,60,5,45,1,180,0,0,0,60,1190000,99999,0,0,100,enemy_character_type-10900517,7,300314,"400401,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900517,,,,192,,0,0,0,1000
900518,1,enemy_character_type-20900518,法官130MG3,Justice,1970000,95,95,45,20,45,1,180,0,35,0,150,1970000,99999,0,0,100,enemy_character_type-10900518,0,300327,"402301,402302,402303,200303,119029,770044",1.15,,,"1,2,3",1.0,enemy_character_type-30900518,,,,193,,0,0,0,1000
900519,1,enemy_character_type-20900519,猎手135BoSS,Hunter,1505000,150,105,105,6,50,1,180,0,0,0,65,1505000,99999,0,0,100,enemy_character_type-10900519,0,300302,"400301,200303,119029,770044",1.5,,,"1,2",1.0,enemy_character_type-30900519,,,,190,,0,0,0,1000
900520,1,enemy_character_type-20900520,刽子手145BoSS,Excutioner,2600000,135,240,80,3,50,1,180,0,0,0,55,2600000,99999,0,0,100,enemy_character_type-10900520,4,300301,"400201,200303,119029,770044",1.5,,,"1,2,3",1.0,enemy_character_type-30900520,,,,186,,0,0,0,1000
900521,1,enemy_character_type-20900521,年兽稻草人150BoSS,Scarecrow_SpringFes,2950000,255,225,255,8,60,1,180,0,0,0,60,2950000,99999,0,0,80100,enemy_character_type-10900521,0,120301,"120304,120305,120307,120308,119029,120302,120313,120309,770044",1.0,,,"1,2,3",1.0,enemy_character_type-30900521,,,,194,,0,0,0,1000
900522,1,enemy_character_type-20900522,RPK16【秃洞125】90级,RPK16_Nyto,160000,35,500,80,9,30,1,180,50,0,0,250,160000,2000,0,0,100,enemy_character_type-10900522,0,300313,"407504,119029,770042",0.4,,,"1,2,3",1.0,enemy_character_type-30900522,,,,156,,0,0,0,1000
900523,1,enemy_character_type-20900523,格雷夫人100级昼战90级挂虚弱buff,Mrsgray,70000,46,60,30,9,30,1,180,0,0,0,40,150000,2000,0,0,100,enemy_character_type-10900523,0,900107,"902332,902333,902334,902335,902336,902337,902338,119029,407302,119029,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900523,,,,110,,0,0,0,1000
900524,1,enemy_character_type-20900524,甘拉狄50级,Pamzan_Final,8500,28,40,20,6,50,1,180,0,20,0,40,8500,99999,0,50,100,enemy_character_type-10900524,0,755288,"755287,755289,755290,755291,755292,755300,755301,755302,755303,119029,770042",0.8,,,"1,2",1.0,enemy_character_type-30900524,,,,207,,0,0,50,1000
900525,1,enemy_character_type-20900525,甘拉狄90级,Pamzan_Final,140000,38,60,35,6,50,1,180,0,40,0,50,140000,99999,0,50,100,enemy_character_type-10900525,0,755288,"755287,755289,755290,755291,755292,755300,755301,755302,755303,119029,770042",0.8,,,"1,2",1.0,enemy_character_type-30900525,,,,207,,0,0,50,1000
900526,1,enemy_character_type-20900526,默莉朵80级昼战60,morridow_boss,6000,10,20,20,9,50,1,180,0,0,0,40,6000,6000,0,0,100,enemy_character_type-10900526,0,900107,"902325,902326,902327,902328,902329,902330,119029,407401,407407,407408,407409,407410,407411,119029,407302,119029,770042",1.0,,,"1,2,3",1.0,enemy_character_type-30900526,,,,154,,0,0,0,1000
