id,code_a,description_a,description_b,description_c,code_b,is_manual_target,use_fairy_ui
9321215,Door_Left,manual_ui-19321215,manual_ui-29321215,manual_ui-39321215,Console_Icon,0,0
9321216,Door_Left,manual_ui-19321216,manual_ui-29321216,manual_ui-39321216,Console_Icon,0,0
9321217,Console,manual_ui-19321217,manual_ui-29321217,manual_ui-39321217,Squad_Icon,0,0
9321218,Console,manual_ui-19321218,manual_ui-29321218,manual_ui-39321218,Squad_Icon,0,0
9321223,Door_Left,manual_ui-19321223,manual_ui-29321223,manual_ui-39321223,Console_Icon,0,0
9321225,Door_Left,manual_ui-19321225,manual_ui-29321225,manual_ui-39321225,Console_Icon,0,0
9321503,Boomer,manual_ui-19321503,manual_ui-29321503,manual_ui-39321503,Squad_Icon,0,0
9322301,Console_P,manual_ui-19322301,manual_ui-29322301,manual_ui-39322301,Console_Icon,0,0
9332102,Substation,manual_ui-19332102,manual_ui-29332102,manual_ui-39332102,Console_Icon,0,0
9332103,Substation,manual_ui-19332103,manual_ui-29332103,manual_ui-39332103,Console_Icon,0,0
9332106,EMP,manual_ui-19332106,manual_ui-29332106,manual_ui-39332106,Squad_Icon,0,0
9332110,Detonator,manual_ui-19332110,manual_ui-29332110,manual_ui-39332110,Squad_Icon,0,0
9332114,Boomer,manual_ui-19332114,manual_ui-29332114,manual_ui-39332114,Squad_Icon,0,0
9333021,Boomer,manual_ui-19333021,manual_ui-29333021,manual_ui-39333021,Squad_Icon,0,0
9333210,Door_Left,manual_ui-19333210,manual_ui-29333210,manual_ui-39333210,Console_Icon,0,0
9333211,Door_Left,manual_ui-19333211,manual_ui-29333211,manual_ui-39333211,Console_Icon,0,0
9333212,Door_Left,manual_ui-19333212,manual_ui-29333212,manual_ui-39333212,Console_Icon,0,0
9333213,Door_Left,manual_ui-19333213,manual_ui-29333213,manual_ui-39333213,Console_Icon,0,0
9333214,Door_Left,manual_ui-19333214,manual_ui-29333214,manual_ui-39333214,Console_Icon,0,0
9333215,Door_Left,manual_ui-19333215,manual_ui-29333215,manual_ui-39333215,Console_Icon,0,0
9333216,Door_Left,manual_ui-19333216,manual_ui-29333216,manual_ui-39333216,Console_Icon,0,0
9333217,Door_Left,manual_ui-19333217,manual_ui-29333217,manual_ui-39333217,Console_Icon,0,0
9333218,Door_Left,manual_ui-19333218,manual_ui-29333218,manual_ui-39333218,Console_Icon,0,0
9333230,Door_Left,manual_ui-19333230,manual_ui-29333230,manual_ui-39333230,Console_Icon,0,0
9333604,Console,manual_ui-19333604,manual_ui-29333604,manual_ui-39333604,Squad_Icon,0,0
9335202,Console,manual_ui-19335202,manual_ui-29335202,manual_ui-39335202,Squad_Icon,0,0
9335203,Console,manual_ui-19335203,manual_ui-29335203,manual_ui-39335203,Squad_Icon,0,0
9335204,Console,manual_ui-19335204,manual_ui-29335204,manual_ui-39335204,Squad_Icon,0,0
9335205,Console,manual_ui-19335205,manual_ui-29335205,manual_ui-39335205,Squad_Icon,0,0
9335206,Console,manual_ui-19335206,manual_ui-29335206,manual_ui-39335206,Squad_Icon,0,0
9335303,Boomer,manual_ui-19335303,manual_ui-29335303,manual_ui-39335303,Squad_Icon,0,0
9336101,Boomer,manual_ui-19336101,manual_ui-29336101,manual_ui-39336101,Squad_Icon,0,0
9336103,Door_Left,manual_ui-19336103,manual_ui-29336103,manual_ui-39336103,Squad_Icon,0,0
9336306,Door_Left,manual_ui-19336306,manual_ui-29336306,manual_ui-39336306,Squad_Icon,0,0
9336401,Console,manual_ui-19336401,manual_ui-29336401,manual_ui-39336401,Squad_Icon,0,0
9361731,Console,manual_ui-19361731,manual_ui-29361731,manual_ui-39361731,Console_Icon,0,0
9361732,Console,manual_ui-19361732,manual_ui-29361732,manual_ui-39361732,Console_Icon,0,0
9361733,Console,manual_ui-19361733,manual_ui-29361733,manual_ui-39361733,Console_Icon,0,0
9361734,Console,manual_ui-19361734,manual_ui-29361734,manual_ui-39361734,Console_Icon,0,0
9361735,Console,manual_ui-19361735,manual_ui-29361735,manual_ui-39361735,Console_Icon,0,0
9361736,Console,manual_ui-19361736,manual_ui-29361736,manual_ui-39361736,Console_Icon,0,0
9361737,Console,manual_ui-19361737,manual_ui-29361737,manual_ui-39361737,Console_Icon,0,0
9361738,Console,manual_ui-19361738,manual_ui-29361738,manual_ui-39361738,Console_Icon,0,0
9361741,Console,manual_ui-19361741,manual_ui-29361741,manual_ui-39361741,Console_Icon,0,0
9361742,Console,manual_ui-19361742,manual_ui-29361742,manual_ui-39361742,Console_Icon,0,0
9361743,Console,manual_ui-19361743,manual_ui-29361743,manual_ui-39361743,Console_Icon,0,0
9361744,Console,manual_ui-19361744,manual_ui-29361744,manual_ui-39361744,Console_Icon,0,0
9361745,Console,manual_ui-19361745,manual_ui-29361745,manual_ui-39361745,Console_Icon,0,0
9361746,Console,manual_ui-19361746,manual_ui-29361746,manual_ui-39361746,Console_Icon,0,0
9361747,Console,manual_ui-19361747,manual_ui-29361747,manual_ui-39361747,Console_Icon,0,0
9361748,Console,manual_ui-19361748,manual_ui-29361748,manual_ui-39361748,Console_Icon,0,0
9361751,Console,manual_ui-19361751,manual_ui-29361751,manual_ui-39361751,Console_Icon,0,0
9361752,Console,manual_ui-19361752,manual_ui-29361752,manual_ui-39361752,Console_Icon,0,0
9361753,Console,manual_ui-19361753,manual_ui-29361753,manual_ui-39361753,Console_Icon,0,0
9361754,Console,manual_ui-19361754,manual_ui-29361754,manual_ui-39361754,Console_Icon,0,0
9361755,Console,manual_ui-19361755,manual_ui-29361755,manual_ui-39361755,Console_Icon,0,0
9361756,Console,manual_ui-19361756,manual_ui-29361756,manual_ui-39361756,Console_Icon,0,0
9361757,Console,manual_ui-19361757,manual_ui-29361757,manual_ui-39361757,Console_Icon,0,0
9361758,Console,manual_ui-19361758,manual_ui-29361758,manual_ui-39361758,Console_Icon,0,0
9361759,Console,manual_ui-19361759,manual_ui-29361759,manual_ui-39361759,Console_Icon,0,0
9361761,Console,manual_ui-19361761,manual_ui-29361761,manual_ui-39361761,Console_Icon,0,0
9361762,Console,manual_ui-19361762,manual_ui-29361762,manual_ui-39361762,Console_Icon,0,0
9361763,Console,manual_ui-19361763,manual_ui-29361763,manual_ui-39361763,Console_Icon,0,0
9361764,Console,manual_ui-19361764,manual_ui-29361764,manual_ui-39361764,Console_Icon,0,0
9361765,Console,manual_ui-19361765,manual_ui-29361765,manual_ui-39361765,Console_Icon,0,0
9361766,Console,manual_ui-19361766,manual_ui-29361766,manual_ui-39361766,Console_Icon,0,0
9361767,Console,manual_ui-19361767,manual_ui-29361767,manual_ui-39361767,Console_Icon,0,0
9361768,Console,manual_ui-19361768,manual_ui-29361768,manual_ui-39361768,Console_Icon,0,0
9361769,Console,manual_ui-19361769,manual_ui-29361769,manual_ui-39361769,Console_Icon,0,0
9361803,Build_PortableEMP,manual_ui-19361803,manual_ui-29361803,manual_ui-39361803,Squad_Icon,0,0
9361805,Build_PortableEMP,manual_ui-19361805,manual_ui-29361805,manual_ui-39361805,Squad_Icon,0,0
9362002,Boomer,manual_ui-19362002,manual_ui-29362002,manual_ui-39362002,Squad_Icon,0,0
9362003,Boomer,manual_ui-19362003,manual_ui-29362003,manual_ui-39362003,Squad_Icon,0,0
9362013,MissileLauncher,manual_ui-19362013,manual_ui-29362013,manual_ui-39362013,Squad_Icon,0,0
9362014,MissileLauncher,manual_ui-19362014,manual_ui-29362014,manual_ui-39362014,Squad_Icon,0,0
9363069,AirportTower,manual_ui-19363069,manual_ui-29363069,manual_ui-39363069,Squad_Icon,0,0
9363070,AirportTower,manual_ui-19363070,manual_ui-29363070,manual_ui-39363070,Squad_Icon,0,0
9363082,Boomer,manual_ui-19363082,manual_ui-29363082,manual_ui-39363082,Squad_Icon,0,0
9363403,Armstrongspiralgun,manual_ui-19363403,manual_ui-29363403,manual_ui-39363403,Squad_Icon,0,0
9363405,Armstrongspiralgun,manual_ui-19363405,manual_ui-29363405,manual_ui-39363405,Squad_Icon,0,0
9363802,PortableEMP_Nobase,manual_ui-19363802,manual_ui-29363802,manual_ui-39363802,Squad_Icon,0,0
9363901,PortableEMP_Nobase,manual_ui-19363901,manual_ui-29363901,manual_ui-39363901,Squad_Icon,0,0
9363902,PortableEMP_Nobase,manual_ui-19363902,manual_ui-29363902,manual_ui-39363902,Squad_Icon,0,0
9363903,PortableEMP_Nobase,manual_ui-19363903,manual_ui-29363903,manual_ui-39363903,Squad_Icon,0,0
9370211,Console,manual_ui-19370211,manual_ui-29370211,manual_ui-39370211,Console_Icon,0,0
9370212,Console,manual_ui-19370212,manual_ui-29370212,manual_ui-39370212,Console_Icon,0,0
9370411,Console,manual_ui-19370411,manual_ui-29370411,manual_ui-39370411,Console_Icon,0,0
9370412,Console,manual_ui-19370412,manual_ui-29370412,manual_ui-39370412,Console_Icon,0,0
9370511,Console,manual_ui-19370511,manual_ui-29370511,manual_ui-39370511,Console_Icon,0,0
9370512,Console,manual_ui-19370512,manual_ui-29370512,manual_ui-39370512,Console_Icon,0,0
9370513,Console,manual_ui-19370513,manual_ui-29370513,manual_ui-39370513,Console_Icon,0,0
9370514,Console,manual_ui-19370514,manual_ui-29370514,manual_ui-39370514,Console_Icon,0,0
9370515,Console,manual_ui-19370515,manual_ui-29370515,manual_ui-39370515,Console_Icon,0,0
9370516,Console,manual_ui-19370516,manual_ui-29370516,manual_ui-39370516,Console_Icon,0,0
9370517,Console,manual_ui-19370517,manual_ui-29370517,manual_ui-39370517,Console_Icon,0,0
9370518,Console,manual_ui-19370518,manual_ui-29370518,manual_ui-39370518,Console_Icon,0,0
9370611,Console,manual_ui-19370611,manual_ui-29370611,manual_ui-39370611,Console_Icon,0,0
9370612,Console,manual_ui-19370612,manual_ui-29370612,manual_ui-39370612,Console_Icon,0,0
9370613,Console,manual_ui-19370613,manual_ui-29370613,manual_ui-39370613,Console_Icon,0,0
9370614,Boomer,manual_ui-19370614,manual_ui-29370614,manual_ui-39370614,Squad_Icon,0,0
9370615,Boomer,manual_ui-19370615,manual_ui-29370615,manual_ui-39370615,Squad_Icon,0,0
9410201,Console,manual_ui-19410201,manual_ui-29410201,manual_ui-39410201,Squad_Icon,0,0
9410212,Console,manual_ui-19410212,manual_ui-29410212,manual_ui-39410212,Squad_Icon,0,0
9410214,LiftBlue,manual_ui-19410214,manual_ui-29410214,manual_ui-39410214,Squad_Icon,0,0
9410308,Door_Left,manual_ui-19410308,manual_ui-29410308,manual_ui-39410308,Console_Icon,0,0
9410321,Console,manual_ui-19410321,manual_ui-29410321,manual_ui-39410321,Squad_Icon,0,0
9410329,Console,manual_ui-19410329,manual_ui-29410329,manual_ui-39410329,Squad_Icon,0,0
9411239,Hole,manual_ui-19411239,manual_ui-29411239,manual_ui-39411239,Squad_Icon,0,0
9411240,Hole,manual_ui-19411240,manual_ui-29411240,manual_ui-39411240,Squad_Icon,0,0
9411241,Hole,manual_ui-19411241,manual_ui-29411241,manual_ui-39411241,Squad_Icon,0,0
9411242,Hole,manual_ui-19411242,manual_ui-29411242,manual_ui-39411242,Squad_Icon,0,0
9411244,Hole,manual_ui-19411244,manual_ui-29411244,manual_ui-39411244,Squad_Icon,0,0
9411301,Console,manual_ui-19411301,manual_ui-29411301,manual_ui-39411301,Squad_Icon,0,0
9411302,Console,manual_ui-19411302,manual_ui-29411302,manual_ui-39411302,Squad_Icon,0,0
9411303,Console,manual_ui-19411303,manual_ui-29411303,manual_ui-39411303,Squad_Icon,0,0
9411801,Console,manual_ui-19411801,manual_ui-29411801,manual_ui-39411801,Squad_Icon,0,0
9411802,Console,manual_ui-19411802,manual_ui-29411802,manual_ui-39411802,Squad_Icon,0,0
9411803,Console,manual_ui-19411803,manual_ui-29411803,manual_ui-39411803,Squad_Icon,0,0
9411804,Console,manual_ui-19411804,manual_ui-29411804,manual_ui-39411804,Squad_Icon,0,0
9411808,Console,manual_ui-19411808,manual_ui-29411808,manual_ui-39411808,Squad_Icon,0,0
9411833,Console,manual_ui-19411833,manual_ui-29411833,manual_ui-39411833,Squad_Icon,0,0
9411834,Console,manual_ui-19411834,manual_ui-29411834,manual_ui-39411834,Squad_Icon,0,0
9411835,Console,manual_ui-19411835,manual_ui-29411835,manual_ui-39411835,Squad_Icon,0,0
9411836,Console,manual_ui-19411836,manual_ui-29411836,manual_ui-39411836,Squad_Icon,0,0
9411842,Console,manual_ui-19411842,manual_ui-29411842,manual_ui-39411842,Squad_Icon,0,0
9411843,Console,manual_ui-19411843,manual_ui-29411843,manual_ui-39411843,Squad_Icon,0,0
9411844,Console,manual_ui-19411844,manual_ui-29411844,manual_ui-39411844,Squad_Icon,0,0
9411845,Console,manual_ui-19411845,manual_ui-29411845,manual_ui-39411845,Squad_Icon,0,0
9411846,Console,manual_ui-19411846,manual_ui-29411846,manual_ui-39411846,Squad_Icon,0,0
9411847,Console,manual_ui-19411847,manual_ui-29411847,manual_ui-39411847,Squad_Icon,0,0
9411848,Console,manual_ui-19411848,manual_ui-29411848,manual_ui-39411848,Squad_Icon,0,0
9411849,Console,manual_ui-19411849,manual_ui-29411849,manual_ui-39411849,Squad_Icon,0,0
9411858,Console,manual_ui-19411858,manual_ui-29411858,manual_ui-39411858,Squad_Icon,0,0
9411859,Console,manual_ui-19411859,manual_ui-29411859,manual_ui-39411859,Squad_Icon,0,0
9490103,Sundries,manual_ui-19490103,manual_ui-29490103,manual_ui-39490103,Console_Icon,0,0
9490104,Sundries,manual_ui-19490104,manual_ui-29490104,manual_ui-39490104,Console_Icon,0,0
9490105,Sundries,manual_ui-19490105,manual_ui-29490105,manual_ui-39490105,Console_Icon,0,0
9490106,Sundries,manual_ui-19490106,manual_ui-29490106,manual_ui-39490106,Console_Icon,0,0
9490202,KP-31CD,manual_ui-19490202,manual_ui-29490202,manual_ui-39490202,Console_Icon,0,0
9490203,KP-31CD,manual_ui-19490203,manual_ui-29490203,manual_ui-39490203,Console_Icon,0,0
9521105,LiftBlue,manual_ui-19521105,manual_ui-29521105,manual_ui-39521105,Squad_Icon,0,0
9521109,Boomer,manual_ui-19521109,manual_ui-29521109,manual_ui-39521109,Squad_Icon,0,0
9521209,Substation,manual_ui-19521209,manual_ui-29521209,manual_ui-39521209,Squad_Icon,0,0
9521306,Door_Left,manual_ui-19521306,manual_ui-29521306,manual_ui-39521306,Squad_Icon,0,0
9521307,Door_Left,manual_ui-19521307,manual_ui-29521307,manual_ui-39521307,Squad_Icon,0,0
9521401,Sundries,manual_ui-19521401,manual_ui-29521401,manual_ui-39521401,Squad_Icon,0,0
44360002,golyatplg_d,manual_ui-54360002,manual_ui-64360002,manual_ui-74360002,Console_Icon,0,0
44400004,Console,manual_ui-54400004,manual_ui-64400004,manual_ui-74400004,Console_Icon,0,0
44400005,Console,manual_ui-54400005,manual_ui-64400005,manual_ui-74400005,Console_Icon,0,0
44400006,Console,manual_ui-54400006,manual_ui-64400006,manual_ui-74400006,Console_Icon,0,0
44540001,Console,manual_ui-54540001,manual_ui-64540001,manual_ui-74540001,Console_Icon,0,0
44540002,Console,manual_ui-54540002,manual_ui-64540002,manual_ui-74540002,Console_Icon,0,0
45010001,Console,manual_ui-55010001,manual_ui-65010001,manual_ui-75010001,Console_Icon,0,0
45010002,Console,manual_ui-55010002,manual_ui-65010002,manual_ui-75010002,Console_Icon,0,0
45010003,Console,manual_ui-55010003,manual_ui-65010003,manual_ui-75010003,Console_Icon,0,0
45010004,Console,manual_ui-55010004,manual_ui-65010004,manual_ui-75010004,Console_Icon,0,0
45010005,Console,manual_ui-55010005,manual_ui-65010005,manual_ui-75010005,Console_Icon,0,0
94040901,Rock,manual_ui-104040901,manual_ui-114040901,manual_ui-124040901,Squad_Icon,0,0
94040902,Birdge_Left,manual_ui-104040902,manual_ui-114040902,manual_ui-124040902,Squad_Icon,0,0
94040905,Boomer,manual_ui-104040905,manual_ui-114040905,manual_ui-124040905,Squad_Icon,0,0
94040908,Door_Left,manual_ui-104040908,manual_ui-114040908,manual_ui-124040908,Console_Icon,0,0
94040909,Door_Left,manual_ui-104040909,manual_ui-114040909,manual_ui-124040909,Console_Icon,0,0
94040910,Door_Left,manual_ui-104040910,manual_ui-114040910,manual_ui-124040910,Console_Icon,0,0
94040911,Door_Left,manual_ui-104040911,manual_ui-114040911,manual_ui-124040911,Console_Icon,0,0
94040912,Door_Left,manual_ui-104040912,manual_ui-114040912,manual_ui-124040912,Console_Icon,0,0
94040913,Door_Left,manual_ui-104040913,manual_ui-114040913,manual_ui-124040913,Console_Icon,0,0
94040914,Door_Left,manual_ui-104040914,manual_ui-114040914,manual_ui-124040914,Console_Icon,0,0
94040915,Door_Left,manual_ui-104040915,manual_ui-114040915,manual_ui-124040915,Console_Icon,0,0
94040916,Door_Left,manual_ui-104040916,manual_ui-114040916,manual_ui-124040916,Console_Icon,0,0
94040917,Door_Left,manual_ui-104040917,manual_ui-114040917,manual_ui-124040917,Console_Icon,0,0
94040918,AirportTower,manual_ui-104040918,manual_ui-114040918,manual_ui-124040918,Console_Icon,0,0
94314001,WorkBench,manual_ui-104314001,manual_ui-114314001,manual_ui-124314001,Squad_Icon,0,0
95401001,MissileLauncher,manual_ui-105401001,manual_ui-115401001,manual_ui-125401001,Console_Icon,2,0
95401003,Detonator,manual_ui-105401003,manual_ui-115401003,manual_ui-125401003,Squad_Icon,0,0
95401004,Detonator,manual_ui-105401004,manual_ui-115401004,manual_ui-125401004,Squad_Icon,0,0
95401005,Detonator,manual_ui-105401005,manual_ui-115401005,manual_ui-125401005,Squad_Icon,0,0
95401006,Detonator,manual_ui-105401006,manual_ui-115401006,manual_ui-125401006,Squad_Icon,0,0
95401007,Detonator,manual_ui-105401007,manual_ui-115401007,manual_ui-125401007,Squad_Icon,0,0
95401008,Console,manual_ui-105401008,manual_ui-115401008,manual_ui-125401008,Console_Icon,0,0
95401009,Console,manual_ui-105401009,manual_ui-115401009,manual_ui-125401009,Console_Icon,0,0
95838002,Console,manual_ui-105838002,manual_ui-115838002,manual_ui-125838002,Console_Icon,0,0
95838004,Console,manual_ui-105838004,manual_ui-115838004,manual_ui-125838004,Console_Icon,0,0
95838005,Console,manual_ui-105838005,manual_ui-115838005,manual_ui-125838005,Console_Icon,0,0
95838006,Console,manual_ui-105838006,manual_ui-115838006,manual_ui-125838006,Console_Icon,0,0
95838007,Console,manual_ui-105838007,manual_ui-115838007,manual_ui-125838007,Console_Icon,0,0
95838010,Console,manual_ui-105838010,manual_ui-115838010,manual_ui-125838010,Console_Icon,1,0
95838023,Console,manual_ui-105838023,manual_ui-115838023,manual_ui-125838023,Console_Icon,0,0
95838024,Console,manual_ui-105838024,manual_ui-115838024,manual_ui-125838024,Console_Icon,0,0
95842008,Console,manual_ui-105842008,manual_ui-115842008,manual_ui-125842008,Console_Icon,0,0
