mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id
513046,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513047,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513048,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513525,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513526,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513527,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513528,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513529,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513530,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513531,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513532,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513533,33000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513534,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513535,35000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513536,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
513537,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513538,21000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513539,22000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513540,23000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513541,24500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513542,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513543,28000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513544,29000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513545,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513546,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513547,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
513548,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514001,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514002,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514003,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514004,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514005,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514006,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514007,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514008,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514009,33000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514010,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514011,35000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514012,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514013,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514014,21000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514015,22000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514016,23000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514017,24500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514018,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514019,28000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514020,29000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514021,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514022,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514023,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514024,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514025,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514026,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514027,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514028,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514029,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514030,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514031,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514032,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514033,33000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514034,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514035,35000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514036,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514037,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514038,21000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514039,22000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514040,23000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514041,24500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514042,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514043,28000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514044,29000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514045,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514046,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514047,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514048,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514501,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514502,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514503,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514504,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514505,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514506,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514507,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514508,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514509,33000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514510,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514511,35000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514512,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514513,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514514,21000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514515,22000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514516,23000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514517,24500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514518,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514519,28000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514520,29000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514521,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514522,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514523,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514524,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514525,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514526,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514527,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514528,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514529,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514530,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514531,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514532,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514533,33000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514534,34000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514535,35000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514536,36000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
514537,20000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514538,21000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514539,22000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514540,23000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514541,24500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514542,26000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514543,28000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514544,29000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514545,30000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514546,31000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514547,32000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
514548,33000,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|207|119,,207|119,0,,,,1001
515001,23000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515002,24000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515003,25000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515004,26000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515005,27500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515006,29000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515007,31000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
515008,32000,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|207|119,,207|119,0,,,,1001
