identity,type,count,user_exp,mp,ammo,mre,part,core,gem,gun_id,item_ids,equip_ids,furniture,gift,title,content,type_sort,sort,icon_code,prize_id,mission_id,condition,commander_title,unlock_function
547,different_fairy,3,300,50,50,50,50,3,10,0,2-3,,,,achievement-10000547,achievement-20000547,3,202,获得妖精,0,,,achievement-30000547,1
548,different_fairy,5,500,100,100,100,100,5,30,0,2-5,,,,achievement-10000548,achievement-20000548,3,202,获得妖精,0,,,achievement-30000548,1
549,different_fairy,10,1000,200,200,200,200,8,50,0,2-8,,,,achievement-10000549,achievement-20000549,3,202,获得妖精,0,,,achievement-30000549,1
550,different_fairy,15,2000,300,300,300,300,10,80,0,2-10,,,,achievement-10000550,achievement-20000550,3,202,获得妖精,0,,,achievement-30000550,1
551,different_fairy,20,3000,500,500,500,500,12,100,0,2-12,,,,achievement-10000551,achievement-20000551,3,202,获得妖精,0,,,achievement-30000551,1
552,different_fairy,25,4000,1000,1000,1000,1000,15,150,0,2-15,,,,achievement-10000552,achievement-20000552,3,202,获得妖精,0,,,achievement-30000552,1
553,different_fairy,30,5000,1500,1500,1500,1500,20,200,0,2-20,,,,achievement-10000553,achievement-20000553,3,202,获得妖精,0,,,achievement-30000553,1
554,adjust_fairy,1,30,30,30,30,30,0,0,0,44-10,,,,achievement-10000554,achievement-20000554,9,221,妖精校准,0,,,achievement-30000554,1
555,adjust_fairy,10,50,50,50,50,50,0,0,0,44-20,,,,achievement-10000555,achievement-20000555,9,221,妖精校准,0,,,achievement-30000555,1
556,adjust_fairy,50,100,100,100,100,100,0,0,0,44-50,,,,achievement-10000556,achievement-20000556,9,221,妖精校准,0,,,achievement-30000556,1
557,adjust_fairy,100,300,200,200,200,200,0,0,0,44-80,,,,achievement-10000557,achievement-20000557,9,221,妖精校准,0,,,achievement-30000557,1
558,adjust_fairy,500,500,300,300,300,300,0,0,0,44-100,,,,achievement-10000558,achievement-20000558,9,221,妖精校准,0,,,achievement-30000558,1
559,adjust_fairy,1000,1000,500,500,500,500,0,0,0,44-150,,,,achievement-10000559,achievement-20000559,9,221,妖精校准,0,,,achievement-30000559,1
560,adjust_fairy,2000,2000,1000,1000,1000,1000,0,0,0,44-200,,,,achievement-10000560,achievement-20000560,9,221,妖精校准,0,,,achievement-30000560,1
561,adjust_fairy,5000,3000,1500,1500,1500,1500,0,0,0,44-300,,,,achievement-10000561,achievement-20000561,9,221,妖精校准,0,,,achievement-30000561,1
562,retire_fairy,1,30,30,30,30,30,0,0,0,3-1,,,,achievement-10000562,achievement-20000562,9,222,妖精拆解,0,,,achievement-30000562,1
563,retire_fairy,10,50,50,50,50,50,0,0,0,3-3,,,,achievement-10000563,achievement-20000563,9,222,妖精拆解,0,,,achievement-30000563,1
564,retire_fairy,50,100,100,100,100,100,0,0,0,3-5,,,,achievement-10000564,achievement-20000564,9,222,妖精拆解,0,,,achievement-30000564,1
565,retire_fairy,100,300,200,200,200,200,0,0,0,3-8,,,,achievement-10000565,achievement-20000565,9,222,妖精拆解,0,,,achievement-30000565,1
566,retire_fairy,500,500,300,300,300,300,0,0,0,3-10,,,,achievement-10000566,achievement-20000566,9,222,妖精拆解,0,,,achievement-30000566,1
567,retire_fairy,1000,1000,500,500,500,500,0,0,0,3-12,,,,achievement-10000567,achievement-20000567,9,222,妖精拆解,0,,,achievement-30000567,1
568,retire_fairy,2000,2000,1000,1000,1000,1000,0,0,0,3-15,,,,achievement-10000568,achievement-20000568,9,222,妖精拆解,0,,,achievement-30000568,1
569,retire_fairy,5000,3000,1500,1500,1500,1500,0,0,0,3-20,,,,achievement-10000569,achievement-20000569,9,222,妖精拆解,0,,,achievement-30000569,1
570,eat_fairy,1,30,30,30,30,30,0,0,0,2-1|3-1,,,,achievement-10000570,achievement-20000570,9,223,妖精强化,0,,,achievement-30000570,1
571,eat_fairy,10,50,50,50,50,50,0,0,0,2-2|3-2,,,,achievement-10000571,achievement-20000571,9,223,妖精强化,0,,,achievement-30000571,1
572,eat_fairy,50,100,100,100,100,100,0,0,0,2-5|3-5,,,,achievement-10000572,achievement-20000572,9,223,妖精强化,0,,,achievement-30000572,1
573,eat_fairy,100,300,200,200,200,200,0,0,0,2-8|3-8,,,,achievement-10000573,achievement-20000573,9,223,妖精强化,0,,,achievement-30000573,1
574,eat_fairy,500,500,300,300,300,300,0,0,0,2-10|3-10,,,,achievement-10000574,achievement-20000574,9,223,妖精强化,0,,,achievement-30000574,1
575,eat_fairy,1000,1000,500,500,500,500,0,0,0,2-12|3-12,,,,achievement-10000575,achievement-20000575,9,223,妖精强化,0,,,achievement-30000575,1
576,eat_fairy,2000,2000,1000,1000,1000,1000,0,0,0,2-15|3-15,,,,achievement-10000576,achievement-20000576,9,223,妖精强化,0,,,achievement-30000576,1
577,eat_fairy,5000,3000,1500,1500,1500,1500,0,0,0,2-20|3-20,,,,achievement-10000577,achievement-20000577,9,223,妖精强化,0,,,achievement-30000577,1
578,upgrade_fairy,1,30,30,30,30,10,0,0,0,8-1,,,,achievement-10000578,achievement-20000578,9,224,妖精技能升级,0,,,achievement-30000578,1
579,upgrade_fairy,10,60,60,60,60,20,0,0,0,8-2,,,,achievement-10000579,achievement-20000579,9,224,妖精技能升级,0,,,achievement-30000579,1
580,upgrade_fairy,20,100,100,100,100,30,0,0,0,8-3,,,,achievement-10000580,achievement-20000580,9,224,妖精技能升级,0,,,achievement-30000580,1
581,upgrade_fairy,50,200,200,200,200,60,0,0,0,8-4,,,,achievement-10000581,achievement-20000581,9,224,妖精技能升级,0,,,achievement-30000581,1
582,upgrade_fairy,100,500,500,500,500,200,0,0,0,8-5,,,,achievement-10000582,achievement-20000582,9,224,妖精技能升级,0,,,achievement-30000582,1
583,upgrade_fairy,200,1000,1000,1000,1000,300,0,0,0,8-6,,,,achievement-10000583,achievement-20000583,9,224,妖精技能升级,0,,,achievement-30000583,1
584,upgrade_fairy,500,2000,2000,2000,2000,600,0,0,0,8-7,,,,achievement-10000584,achievement-20000584,9,224,妖精技能升级,0,,,achievement-30000584,1
585,mind_update,1,30,30,30,30,10,5,0,0,,,,,achievement-10000585,achievement-20000585,8,128,心智升级,0,,,achievement-30000585,10
586,mind_update,5,60,60,60,60,20,10,0,0,,,,,achievement-10000586,achievement-20000586,8,128,心智升级,0,,,achievement-30000586,10
587,mind_update,10,100,100,100,100,30,15,0,0,,,,,achievement-10000587,achievement-20000587,8,128,心智升级,0,,,achievement-30000587,10
588,mind_update,20,200,200,200,200,60,20,0,0,,,,,achievement-10000588,achievement-20000588,8,128,心智升级,0,,,achievement-30000588,10
589,mind_update,50,500,500,500,500,200,25,0,0,,,,,achievement-10000589,achievement-20000589,8,128,心智升级,0,,,achievement-30000589,10
590,mind_update,100,1000,1000,1000,1000,300,30,0,0,,,,,achievement-10000590,achievement-20000590,8,128,心智升级,0,,,achievement-30000590,10
591,mind_update,200,2000,2000,2000,2000,600,35,0,0,,,,,achievement-10000591,achievement-20000591,8,128,心智升级,0,,,achievement-30000591,10
592,mind_update,300,3000,3000,3000,3000,1000,40,0,0,,,,,achievement-10000592,achievement-20000592,8,128,心智升级,0,,,achievement-30000592,10
593,mind_update,400,4000,4000,4000,4000,1300,45,0,0,,,,,achievement-10000593,achievement-20000593,8,128,心智升级,0,,,achievement-30000593,10
594,mind_update,500,5000,5000,5000,5000,1600,50,0,0,,,,,achievement-10000594,achievement-20000594,8,128,心智升级,0,,,achievement-30000594,10
595,get_skill2,1,30,30,30,30,10,0,0,0,8-1,,,,achievement-10000595,achievement-20000595,8,129,技能2,0,,,achievement-30000595,0
596,get_skill2,5,0,0,0,0,0,0,0,0,,,,,achievement-10000596,achievement-20000596,8,129,技能2,131,,,achievement-30000596,0
597,get_skill2,10,0,0,0,0,0,0,0,0,,,,,achievement-10000597,achievement-20000597,8,129,技能2,132,,,achievement-30000597,0
598,get_skill2,20,0,0,0,0,0,0,0,0,,,,,achievement-10000598,achievement-20000598,8,129,技能2,133,,,achievement-30000598,0
599,get_skill2,50,0,0,0,0,0,0,0,0,,,,,achievement-10000599,achievement-20000599,8,129,技能2,134,,,achievement-30000599,0
600,get_skill2,100,0,0,0,0,0,0,0,0,,,,,achievement-10000600,achievement-20000600,8,129,技能2,135,,,achievement-30000600,0
601,get_skill2,150,0,0,0,0,0,0,0,0,,,,,achievement-10000601,achievement-20000601,8,129,技能2,136,,,achievement-30000601,0
602,get_skill2,200,0,0,0,0,0,0,0,0,,,,,achievement-10000602,achievement-20000602,8,129,技能2,137,,,achievement-30000602,0
603,mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000603,achievement-20000603,100,1001,完美潜入,0,10088,,achievement-30000603,0
604,12_enemy_kill_by_hostage,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000604,achievement-20000604,100,1002,最佳配角,0,10076,,achievement-30000604,0
605,s_win_2_team,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000605,achievement-20000605,100,1003,敢死队,0,10080,,achievement-30000605,0
606,night_all_spots_belong1,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000606,achievement-20000606,100,1004,黑暗虚空,0,10074,,achievement-30000606,0
607,all_team_without_ammo,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000607,achievement-20000607,100,1005,徒手,0,10082,,achievement-30000607,0
608,no_skip_winter_activity,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000608,achievement-20000608,100,1006,就是这个人,0,,,achievement-30000608,0
609,download_success,1,0,0,0,0,0,0,30,0,,,,,achievement-10000609,achievement-20000609,100,1007,首次下载,0,,,achievement-30000609,0
610,coffeeshop_comic,5,0,0,0,0,0,0,0,221,,,,,achievement-10000610,achievement-20000610,6,94,漫画,0,,,achievement-30000610,0
621,squad_get_type1_unit,1,30,0,0,0,0,0,10,0,14-20|15-20,,,,achievement-10000621,achievement-20000621,13,242,解锁火力小组,0,,,achievement-30000621,15
622,squad_get_type1_unit,3,60,0,0,0,0,0,30,0,14-40|15-40,,,,achievement-10000622,achievement-20000622,13,242,解锁火力小组,0,,,achievement-30000622,15
623,squad_get_type1_unit,5,100,0,0,0,0,0,50,0,14-60|15-60,,,,achievement-10000623,achievement-20000623,13,242,解锁火力小组,0,,,achievement-30000623,15
624,squad_get_type1_unit,10,200,0,0,0,0,0,100,0,14-100|15-100,,,,achievement-10000624,achievement-20000624,13,242,解锁火力小组,0,,,achievement-30000624,15
645,squad_base_data_analyse,1,0,0,0,0,0,0,0,0,14-10,,,,achievement-10000645,achievement-20000645,14,261,数据分析,0,,,achievement-30000645,15
646,squad_base_data_analyse,200,60,0,0,0,0,0,10,0,14-20,,,,achievement-10000646,achievement-20000646,14,261,数据分析,0,,,achievement-30000646,15
647,squad_base_data_analyse,2000,100,0,0,0,0,0,20,0,14-40,,,,achievement-10000647,achievement-20000647,14,261,数据分析,0,,,achievement-30000647,15
648,squad_base_data_analyse,4000,200,0,0,0,0,0,30,0,14-60,,,,achievement-10000648,achievement-20000648,14,261,数据分析,0,,,achievement-30000648,15
649,squad_base_data_analyse,10000,500,0,0,0,0,0,50,0,14-80,,,,achievement-10000649,achievement-20000649,14,261,数据分析,0,,,achievement-30000649,15
650,squad_base_data_analyse,20000,1000,0,0,0,0,0,70,0,14-100,,,,achievement-10000650,achievement-20000650,14,261,数据分析,0,,,achievement-30000650,15
651,squad_base_data_analyse,40000,2000,0,0,0,0,0,90,0,14-150,,,,achievement-10000651,achievement-20000651,14,261,数据分析,0,,,achievement-30000651,15
652,squad_base_data_analyse,100000,3000,0,0,0,0,0,120,0,14-200,,,,achievement-10000652,achievement-20000652,14,261,数据分析,0,,,achievement-30000652,15
653,squad_base_data_analyse,200000,4000,0,0,0,0,0,160,0,14-250,,,,achievement-10000653,achievement-20000653,14,261,数据分析,0,,,achievement-30000653,15
654,squad_base_data_analyse,400000,5000,0,0,0,0,0,200,0,14-300,,,,achievement-10000654,achievement-20000654,14,261,数据分析,0,,,achievement-30000654,15
655,squad_senior_data_analyse,1,30,0,0,0,0,0,5,0,,,,,achievement-10000655,achievement-20000655,14,262,数据分析,0,,,achievement-30000655,15
656,squad_senior_data_analyse,200,60,0,0,0,0,0,10,0,15-20,,,,achievement-10000656,achievement-20000656,14,262,数据分析,0,,,achievement-30000656,15
657,squad_senior_data_analyse,1000,100,0,0,0,0,0,20,0,15-40,,,,achievement-10000657,achievement-20000657,14,262,数据分析,0,,,achievement-30000657,15
658,squad_senior_data_analyse,2000,200,0,0,0,0,0,30,0,15-60,,,,achievement-10000658,achievement-20000658,14,262,数据分析,0,,,achievement-30000658,15
659,squad_senior_data_analyse,4000,500,0,0,0,0,0,50,0,15-80,,,,achievement-10000659,achievement-20000659,14,262,数据分析,0,,,achievement-30000659,15
660,squad_senior_data_analyse,10000,1000,0,0,0,0,0,70,0,15-100,,,,achievement-10000660,achievement-20000660,14,262,数据分析,0,,,achievement-30000660,15
661,squad_senior_data_analyse,20000,2000,0,0,0,0,0,90,0,15-150,,,,achievement-10000661,achievement-20000661,14,262,数据分析,0,,,achievement-30000661,15
662,squad_senior_data_analyse,40000,3000,0,0,0,0,0,120,0,15-200,,,,achievement-10000662,achievement-20000662,14,262,数据分析,0,,,achievement-30000662,15
663,squad_senior_data_analyse,100000,4000,0,0,0,0,0,160,0,15-250,,,,achievement-10000663,achievement-20000663,14,262,数据分析,0,,,achievement-30000663,15
664,squad_senior_data_analyse,200000,5000,0,0,0,0,0,200,0,15-300,,,,achievement-10000664,achievement-20000664,14,262,数据分析,0,,,achievement-30000664,15
665,squad_up_rank,1,30,0,0,0,0,0,0,0,14-20|15-20,,,,achievement-10000665,achievement-20000665,14,263,支援小队升星,0,,,achievement-30000665,15
666,squad_up_rank,5,60,0,0,0,0,0,0,0,14-40|15-40,,,,achievement-10000666,achievement-20000666,14,263,支援小队升星,0,,,achievement-30000666,15
667,squad_up_rank,10,100,0,0,0,0,0,0,0,14-60|15-60,,,,achievement-10000667,achievement-20000667,14,263,支援小队升星,0,,,achievement-30000667,15
668,squad_up_rank,20,200,0,0,0,0,0,0,0,14-80|15-80,,,,achievement-10000668,achievement-20000668,14,263,支援小队升星,0,,,achievement-30000668,15
669,squad_up_rank,50,500,0,0,0,0,0,0,0,14-100|15-100,,,,achievement-10000669,achievement-20000669,14,263,支援小队升星,0,,,achievement-30000669,15
670,squad_up_rank,100,1000,0,0,0,0,0,0,0,14-150|15-150,,,,achievement-10000670,achievement-20000670,14,263,支援小队升星,0,,,achievement-30000670,15
671,squad_up_rank,150,2000,0,0,0,0,0,0,0,14-200|15-200,,,,achievement-10000671,achievement-20000671,14,263,支援小队升星,0,,,achievement-30000671,15
672,squad_rank_max,1,30,0,0,0,0,0,0,0,14-240|15-100,,,,achievement-10000672,achievement-20000672,14,264,支援小队升星,0,,,achievement-30000672,15
673,squad_rank_max,3,60,0,0,0,0,0,0,0,14-480|15-200,,,,achievement-10000673,achievement-20000673,14,264,支援小队升星,0,,,achievement-30000673,15
674,squad_rank_max,5,100,0,0,0,0,0,0,0,14-720|15-300,,,,achievement-10000674,achievement-20000674,14,264,支援小队升星,0,,,achievement-30000674,15
675,squad_rank_max,10,200,0,0,0,0,0,0,0,14-960|15-400,,,,achievement-10000675,achievement-20000675,14,264,支援小队升星,0,,,achievement-30000675,15
676,squad_rank_max,20,500,0,0,0,0,0,0,0,14-1200|15-500,,,,achievement-10000676,achievement-20000676,14,264,支援小队升星,0,,,achievement-30000676,15
677,squad_rank_max,30,1000,0,0,0,0,0,0,0,14-2400|15-1000,,,,achievement-10000677,achievement-20000677,14,264,支援小队升星,0,,,achievement-30000677,15
678,squad_level_max,1,30,0,0,0,0,0,0,0,14-240|15-100,,,,achievement-10000678,achievement-20000678,14,265,升级,0,,,achievement-30000678,15
679,squad_level_max,3,60,0,0,0,0,0,0,0,14-480|15-200,,,,achievement-10000679,achievement-20000679,14,265,升级,0,,,achievement-30000679,15
680,squad_level_max,5,100,0,0,0,0,0,0,0,14-720|15-300,,,,achievement-10000680,achievement-20000680,14,265,升级,0,,,achievement-30000680,15
681,squad_level_max,10,200,0,0,0,0,0,0,0,14-960|15-400,,,,achievement-10000681,achievement-20000681,14,265,升级,0,,,achievement-30000681,15
682,squad_level_max,20,500,0,0,0,0,0,0,0,14-1200|15-500,,,,achievement-10000682,achievement-20000682,14,265,升级,0,,,achievement-30000682,15
683,squad_level_max,30,1000,0,0,0,0,0,0,0,14-2400|15-1000,,,,achievement-10000683,achievement-20000683,14,265,升级,0,,,achievement-30000683,15
694,squad_up_skill_times,1,30,0,0,0,0,0,0,0,,,,,achievement-10000694,achievement-20000694,14,267,支援小队技能训练,250,,,achievement-30000694,15
695,squad_up_skill_times,10,60,0,0,0,0,0,0,0,,,,,achievement-10000695,achievement-20000695,14,267,支援小队技能训练,251,,,achievement-30000695,15
696,squad_up_skill_times,20,100,0,0,0,0,0,0,0,,,,,achievement-10000696,achievement-20000696,14,267,支援小队技能训练,252,,,achievement-30000696,15
697,squad_up_skill_times,50,200,0,0,0,0,0,0,0,,,,,achievement-10000697,achievement-20000697,14,267,支援小队技能训练,253,,,achievement-30000697,15
698,squad_up_skill_times,100,500,0,0,0,0,0,0,0,,,,,achievement-10000698,achievement-20000698,14,267,支援小队技能训练,254,,,achievement-30000698,15
699,squad_up_skill_times,200,1000,0,0,0,0,0,0,0,,,,,achievement-10000699,achievement-20000699,14,267,支援小队技能训练,255,,,achievement-30000699,15
700,squad_up_skill_times,500,2000,0,0,0,0,0,0,0,,,,,achievement-10000700,achievement-20000700,14,267,支援小队技能训练,256,,,achievement-30000700,15
701,squad_up_advanced_times,1,30,0,0,0,0,0,0,0,14-240|15-100,,,,achievement-10000701,achievement-20000701,14,268,强化,0,,,achievement-30000701,15
702,squad_up_advanced_times,5,60,0,0,0,0,0,0,0,14-480|15-200,,,,achievement-10000702,achievement-20000702,14,268,强化,0,,,achievement-30000702,15
703,squad_up_advanced_times,10,100,0,0,0,0,0,0,0,14-720|15-300,,,,achievement-10000703,achievement-20000703,14,268,强化,0,,,achievement-30000703,15
704,squad_up_advanced_times,20,200,0,0,0,0,0,0,0,14-960|15-400,,,,achievement-10000704,achievement-20000704,14,268,强化,0,,,achievement-30000704,15
705,squad_up_advanced_times,50,500,0,0,0,0,0,0,0,14-1200|15-500,,,,achievement-10000705,achievement-20000705,14,268,强化,0,,,achievement-30000705,15
706,squad_up_advanced_times,100,1000,0,0,0,0,0,0,0,14-1800|15-750,,,,achievement-10000706,achievement-20000706,14,268,强化,0,,,achievement-30000706,15
707,squad_up_advanced_times,200,2000,0,0,0,0,0,0,0,14-2400|15-1000,,,,achievement-10000707,achievement-20000707,14,268,强化,0,,,achievement-30000707,15
708,squad_up_advanced_times,300,3000,0,0,0,0,0,0,0,14-3600|15-1500,,,,achievement-10000708,achievement-20000708,14,268,强化,0,,,achievement-30000708,15
728,squad_break_building,1,30,50,50,50,50,0,0,0,,,,,achievement-10000728,achievement-20000728,1,8,摧毁建筑,0,,,achievement-30000728,0
729,squad_break_building,10,60,100,100,100,100,0,0,0,,,,,achievement-10000729,achievement-20000729,1,8,摧毁建筑,0,,,achievement-30000729,0
730,squad_break_building,100,100,200,200,200,200,0,0,0,,,,,achievement-10000730,achievement-20000730,1,8,摧毁建筑,0,,,achievement-30000730,0
731,squad_break_building,200,200,500,500,500,500,0,0,0,,,,,achievement-10000731,achievement-20000731,1,8,摧毁建筑,0,,,achievement-30000731,0
732,squad_break_building,500,500,1000,1000,1000,1000,0,0,0,,,,,achievement-10000732,achievement-20000732,1,8,摧毁建筑,0,,,achievement-30000732,0
733,squad_break_building,1000,1000,2000,2000,2000,2000,0,0,0,,,,,achievement-10000733,achievement-20000733,1,8,摧毁建筑,0,,,achievement-30000733,0
734,squad_break_building,2000,2000,3000,3000,3000,3000,0,0,0,,,,,achievement-10000734,achievement-20000734,1,8,摧毁建筑,0,,,achievement-30000734,0
735,squad_break_building,5000,3000,4000,4000,4000,4000,0,0,0,,,,,achievement-10000735,achievement-20000735,1,8,摧毁建筑,0,,,achievement-30000735,0
736,squad_break_building,10000,4000,5000,5000,5000,5000,0,0,0,,,,,achievement-10000736,achievement-20000736,1,8,摧毁建筑,0,,,achievement-30000736,0
737,c_hostage_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000737,achievement-20000737,100,1008,人质死亡,0,10124,10124,achievement-30000737,0
738,c_enemy_die,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000738,achievement-20000738,100,1009,杰罗尼莫,0,10128,91066,achievement-30000738,0
739,c_win_without_squad,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000739,achievement-20000739,100,1010,枪神,0,10121,1,achievement-30000739,0
740,c_ally_betray,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000740,achievement-20000740,100,1011,操偶师,0,10129,92019,achievement-30000740,0
741,save_fulllife_hostage_nobattle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000741,achievement-20000741,100,1012,不流血的要塞攻略,0,10155,,achievement-30000741,0
742,no_skip_winter_activity2,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000742,achievement-20000742,100,1013,就是这个人,0,,,achievement-30000742,0
743,all_spots_belong1,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000743,achievement-20000743,100,1014,黑暗虚空,0,10196|10254,,achievement-30000743,0
744,all_team_without_ammomre,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000744,achievement-20000744,100,1015,徒手,0,10199|10255,,achievement-30000744,0
745,hostage_die_2nd,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000745,achievement-20000745,100,1016,人质死亡,0,10210|10258,,achievement-30000745,0
746,coffeeshop_comic,10,0,0,0,0,0,0,0,0,,,,523-1,achievement-10000746,achievement-20000746,6,94,漫画,0,,,achievement-30000746,0
747,c_mission_win_no_battle,1,1000,1000,1000,1000,1000,5,0,0,,,,,achievement-10000747,achievement-20000747,100,1017,完美潜入,0,,10286,achievement-30000747,0
748,explore_has_time,10,30,30,30,30,10,0,0,0,4001-50|4002-50|4003-50|4004-50|6010-1|6011-1,,,,achievement-10000748,achievement-20000748,13,247,探索N小时,0,,,achievement-30000748,17
749,explore_has_time,50,60,60,60,60,20,0,0,0,4001-100|4002-100|4003-100|4004-100|6012-1|6013-1,,,,achievement-10000749,achievement-20000749,13,247,探索N小时,0,,,achievement-30000749,17
750,explore_has_time,100,100,100,100,100,30,0,0,0,4001-150|4002-150|4003-150|4004-150|6010-1|6011-1|6012-1|6013-1,,,,achievement-10000750,achievement-20000750,13,247,探索N小时,0,,,achievement-30000750,17
751,explore_has_time,500,200,200,200,200,60,0,0,0,4001-200|4002-200|4003-200|4004-200|6010-1|6011-1|6012-1|6013-1,,,,achievement-10000751,achievement-20000751,13,247,探索N小时,0,,,achievement-30000751,17
752,explore_has_time,1000,500,500,500,500,200,0,0,0,4001-250|4002-250|4003-250|4004-250|6010-2|6011-2|6012-2|6013-2,,,,achievement-10000752,achievement-20000752,13,247,探索N小时,0,,,achievement-30000752,17
753,explore_has_time,2000,1000,1000,1000,1000,300,0,0,0,4001-300|4002-300|4003-300|4004-300|6010-2|6011-2|6012-2|6013-2,,,,achievement-10000753,achievement-20000753,13,247,探索N小时,0,,,achievement-30000753,17
754,explore_has_time,5000,2000,2000,2000,2000,600,0,0,0,4001-350|4002-350|4003-350|4004-350|6010-3|6011-3|6012-3|6013-3,,,,achievement-10000754,achievement-20000754,13,247,探索N小时,0,,,achievement-30000754,17
755,explore_has_time,10000,3000,3000,3000,3000,1000,0,0,0,4001-400|4002-400|4003-400|4004-400|6010-3|6011-3|6012-3|6013-3,,,,achievement-10000755,achievement-20000755,13,247,探索N小时,0,,,achievement-30000755,17
756,explore_has_time,20000,4000,4000,4000,4000,1300,0,0,0,4001-500|4002-500|4003-500|4004-500|6010-4|6011-4|6012-4|6013-4,,,,achievement-10000756,achievement-20000756,13,247,探索N小时,0,,,achievement-30000756,17
757,explore_event_num,50,30,0,0,0,0,0,0,0,6003-1,,,,achievement-10000757,achievement-20000757,13,248,事件,0,,,achievement-30000757,17
758,explore_event_num,100,60,0,0,0,0,0,0,0,6003-2,,,,achievement-10000758,achievement-20000758,13,248,事件,0,,,achievement-30000758,17
759,explore_event_num,500,100,0,0,0,0,0,0,0,6003-3,,,,achievement-10000759,achievement-20000759,13,248,事件,0,,,achievement-30000759,17
760,explore_event_num,1000,200,0,0,0,0,0,0,0,6003-4,,,,achievement-10000760,achievement-20000760,13,248,事件,0,,,achievement-30000760,17
761,explore_event_num,5000,500,0,0,0,0,0,0,0,6003-5,,,,achievement-10000761,achievement-20000761,13,248,事件,0,,,achievement-30000761,17
762,explore_event_num,10000,1000,0,0,0,0,0,0,0,6003-6,,,,achievement-10000762,achievement-20000762,13,248,事件,0,,,achievement-30000762,17
763,explore_event_num,20000,2000,0,0,0,0,0,0,0,6003-7,,,,achievement-10000763,achievement-20000763,13,248,事件,0,,,achievement-30000763,17
764,explore_event_prize_num,1,30,0,0,0,0,0,0,0,6006-1,,,,achievement-10000764,achievement-20000764,13,249,礼物,0,,,achievement-30000764,17
765,explore_event_prize_num,10,60,0,0,0,0,0,0,0,6006-2,,,,achievement-10000765,achievement-20000765,13,249,礼物,0,,,achievement-30000765,17
766,explore_event_prize_num,50,100,0,0,0,0,0,0,0,6006-3,,,,achievement-10000766,achievement-20000766,13,249,礼物,0,,,achievement-30000766,17
767,explore_event_prize_num,100,200,0,0,0,0,0,0,0,6006-4,,,,achievement-10000767,achievement-20000767,13,249,礼物,0,,,achievement-30000767,17
768,explore_event_prize_num,500,500,0,0,0,0,0,0,0,6006-5,,,,achievement-10000768,achievement-20000768,13,249,礼物,0,,,achievement-30000768,17
769,explore_event_prize_num,1000,1000,0,0,0,0,0,0,0,6006-6,,,,achievement-10000769,achievement-20000769,13,249,礼物,0,,,achievement-30000769,17
770,explore_event_prize_num,2000,2000,0,0,0,0,0,0,0,6006-7,,,,achievement-10000770,achievement-20000770,13,249,礼物,0,,,achievement-30000770,17
771,explore_event_prize_num,5000,3000,0,0,0,0,0,0,0,6006-8,,,,achievement-10000771,achievement-20000771,13,249,礼物,0,,,achievement-30000771,17
772,explore_type7_item,1,30,0,0,0,0,0,0,0,6009-1,,,,achievement-10000772,achievement-20000772,13,250,特效,0,,,achievement-30000772,0
773,explore_type7_item,10,60,0,0,0,0,0,0,0,6009-2,,,,achievement-10000773,achievement-20000773,13,250,特效,0,,,achievement-30000773,0
774,explore_type7_item,20,100,0,0,0,0,0,0,0,6009-3,,,,achievement-10000774,achievement-20000774,13,250,特效,0,,,achievement-30000774,0
775,explore_type7_item,50,200,0,0,0,0,0,0,0,6009-4,,,,achievement-10000775,achievement-20000775,13,250,特效,0,,,achievement-30000775,0
776,explore_type7_item,100,500,0,0,0,0,0,0,0,6009-5,,,,achievement-10000776,achievement-20000776,13,250,特效,0,,,achievement-30000776,0
777,explore_type7_item,150,1000,0,0,0,0,0,0,0,6009-6,,,,achievement-10000777,achievement-20000777,13,250,特效,0,,,achievement-30000777,0
778,explore_type7_item,200,2000,0,0,0,0,0,0,0,6009-7,,,,achievement-10000778,achievement-20000778,13,250,特效,0,,,achievement-30000778,0
779,explore_type7_item,300,3000,0,0,0,0,0,0,0,6009-8,,,,achievement-10000779,achievement-20000779,13,250,特效,0,,,achievement-30000779,0
780,get_uniform_num,5,30,0,0,0,0,0,0,0,,,,,achievement-10000780,achievement-20000780,13,251,解锁N件装扮,0,,,achievement-30000780,20
781,get_uniform_num,15,60,0,0,0,0,0,50,0,,,,,achievement-10000781,achievement-20000781,13,251,解锁N件装扮,0,,,achievement-30000781,20
