mission_id,team_effect,month_team_count,team_count,mp,ammo,mre,part,duration,experience,expect_gun_level,get_gun_num,gun_n_pool,gun_1_pool,limit_guns,get_equip_num,equip_n_pool,equip_1_pool,limit_equips,draw_event_id,get_component_num,component_n_pool,component_1_pool,limit_component
541530,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
541531,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
541532,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
541533,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
541534,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,900,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,97|97|97|97|97|97|97|97|97|97|98|98|98|98|98|98|98|98|98|98|253|253|253|253|253|253|253|253|253|253|254|254|254|254|254|254|254|254|254|254|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39,
542001,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542002,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542003,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542004,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
542005,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,900,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|73|73|73|73|73|73|187|187|187|187|187|187|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|28|28|28|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29,
542006,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542007,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542008,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542009,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
542010,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,900,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,97|97|97|97|97|97|97|97|97|97|98|98|98|98|98|98|98|98|98|98|253|253|253|253|253|253|253|253|253|253|254|254|254|254|254|254|254|254|254|254|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39,
542025,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542026,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542027,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542028,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
542029,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,900,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|73|73|73|73|73|73|187|187|187|187|187|187|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|28|28|28|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29,
542030,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542031,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542032,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542033,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
542034,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,900,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,97|97|97|97|97|97|97|97|97|97|98|98|98|98|98|98|98|98|98|98|253|253|253|253|253|253|253|253|253|253|254|254|254|254|254|254|254|254|254|254|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39|39,
542501,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,890,3,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542502,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,893,3,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542503,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,895,3,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542504,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,897,3,1108|1109|1110|1111|1112|1113|1118|1119|1120|1101|1102|1103|1104|1106|1107|1122|1126|1128|1130|1131|2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,67|67|67|67|67|67|67|67|67|67|68|68|68|68|68|68|68|68|68|68|112|112|112|112|112|112|112|112|112|112|113|113|113|113|113|113|113|113|113|113|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270|270,
542505,2500,1,2,1000,1000,1000,1000,10000,50,120,5,5|10|91|141|21|25|33|93|94|40|47|52|68|74|133|82|110|6|11|13|3|22|29|34|44|61|105|80|89|151|252,,151|252,0,,,,900,0,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|72|73|73|73|73|73|73|187|187|187|187|187|187|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|188|28|28|28|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29|29,
542506,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,890,0,2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|37|38|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|148|149|149|149|149,
542507,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,893,0,2108|2109|2110|2111|2112|2113|2118|2119|2120|2101|2102|2103|2104|2106|2107|2122|2126|2128|2130|2131|3108|3109|3110|3111|3112|3113|3118|3119|3120|3101|3102|3103|3104|3106|3107|3122|3126|3128|3130|3131,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
542508,2500,1,2,1000,1000,1000,1000,10000,50,120,5,2|9|90|139|17|24|31|92|94|41|51|63|71|107|81|87|111|3|8|12|14|18|27|32|37|58|70|77|86|151|252,,151|252,0,,,,895,0,1001|1002|1003|1004|1005|1006|1007|1008|1009|1010|1011|1012|1013|1105|1114|1115|1116|1117|1123|1125|1129|1121|1124|1127|1132|1133|1134|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2105|2114|2115|2116|2117|2123|2125|2129|2121|2124|2127|2132|2133|2134|3001|3002|3003|3004|3005|3006|3007|3008|3009|3010|3011|3012|3013|3105|3114|3115|3116|3117|3123|3125|3129|3121|3124|3127|3132|3133|3134,50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|50|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|83|84|84|84|84|84|84|84|84|84|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200|200,
